,Unnamed: 0,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date,Player
746,746,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,7,100.0,0.2,50.0,3,0,0,0,0,0,0,1,Fever,0,1,80,21:00,7815,19812,a2ccdcaa-2e3f-4813-807d-ceeb75fc5791,2015-06-19T23:30:00+00:00,Layshia Clarendon
747,747,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Fever,0,1,80,0,7815,19812,a2ccdcaa-2e3f-4813-807d-ceeb75fc5791,2015-06-19T23:30:00+00:00,Natasha Howard
769,769,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,2,0.0,0.25,0.0,0,0,0,1,0,0,0,0,Sky,0,0,73,4:00,5166,18047,bc555ba4-b54f-4beb-9389-25f87f4f988b,2015-06-19T23:30:00+00:00,Cheyenne Parker
770,770,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,10,100.0,0.6,0.0,2,2,1,3,1,0,0,1,Sky,0,0,73,25:00:00,5166,18047,bc555ba4-b54f-4beb-9389-25f87f4f988b,2015-06-19T23:30:00+00:00,Betnijah Laney
773,773,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,0,0.0,0.0,0.0,2,0,0,0,2,0,0,1,Sky,0,0,73,16:00,5166,18047,bc555ba4-b54f-4beb-9389-25f87f4f988b,2015-06-19T23:30:00+00:00,Allie Quigley
775,775,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,18,100.0,0.375,60.0,2,4,1,2,2,0,0,6,Sky,0,0,73,34:00:00,5166,18047,bc555ba4-b54f-4beb-9389-25f87f4f988b,2015-06-19T23:30:00+00:00,Courtney Vandersloot
783,783,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,10,50.0,0.4,0.0,1,4,2,0,1,0,0,0,Stars,1,0,59,20:00,3968,9800,fda7e656-dd47-4aed-95eb-261692bcbd6a,2015-06-20T00:00:00+00:00,Dearica Hamby
794,794,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,7,50.0,0.6,0.0,3,3,1,0,4,0,0,0,Lynx,0,1,74,19:00,3968,9800,fda7e656-dd47-4aed-95eb-261692bcbd6a,2015-06-20T00:00:00+00:00,Damiris Dantas
811,811,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,18,50.0,0.444,0.0,2,6,2,1,1,0,0,3,Mercury,1,0,78,43:00:00,8907,18055,e2c70ed1-ddf5-4110-87ec-1cf798dfa349,2015-06-20T02:00:00+00:00,Candice Dupree
819,819,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mercury,1,0,78,0,8907,18055,e2c70ed1-ddf5-4110-87ec-1cf798dfa349,2015-06-20T02:00:00+00:00,Diana Taurasi
820,820,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,9,75.0,0.0,66.7,1,4,2,0,2,0,0,5,Mercury,1,0,78,24:00:00,8907,18055,e2c70ed1-ddf5-4110-87ec-1cf798dfa349,2015-06-20T02:00:00+00:00,Leilani Mitchell
822,822,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,0,0.0,0.0,0.0,0,2,2,0,1,0,0,0,Sun,0,1,90,6:00,8907,18055,e2c70ed1-ddf5-4110-87ec-1cf798dfa349,2015-06-20T02:00:00+00:00,Elizabeth Williams
826,826,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,6,0.0,0.273,0.0,2,4,0,2,3,0,0,1,Sun,0,1,90,30:00:00,8907,18055,e2c70ed1-ddf5-4110-87ec-1cf798dfa349,2015-06-20T02:00:00+00:00,Jasmine Thomas
830,830,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,15,50.0,0.545,0.0,1,9,8,1,5,0,0,3,Sun,0,1,90,39:00:00,8907,18055,e2c70ed1-ddf5-4110-87ec-1cf798dfa349,2015-06-20T02:00:00+00:00,Alyssa Thomas
831,831,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,10,100.0,0.33299999999999996,66.7,4,1,0,3,1,0,0,1,Sun,0,1,90,19:00,8907,18055,e2c70ed1-ddf5-4110-87ec-1cf798dfa349,2015-06-20T02:00:00+00:00,Chelsea Gray
840,840,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,2,0.0,0.33299999999999996,0.0,2,4,2,1,2,0,0,1,Fever,1,0,75,14:00,7627,18165,5bd94201-ca94-49f0-a3a5-599997b29017,2015-06-20T23:00:00+00:00,Layshia Clarendon
846,846,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,2,0.0,0.25,0.0,0,2,0,0,1,0,0,0,Fever,1,0,75,7:00,7627,18165,5bd94201-ca94-49f0-a3a5-599997b29017,2015-06-20T23:00:00+00:00,Natasha Howard
855,855,Tianna,Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mystics,0,1,87,0,7627,18165,5bd94201-ca94-49f0-a3a5-599997b29017,2015-06-20T23:00:00+00:00,Tianna Hawkins
856,856,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,15,100.0,0.636,0.0,2,7,3,3,3,0,0,3,Mystics,0,1,87,30:00:00,7627,18165,5bd94201-ca94-49f0-a3a5-599997b29017,2015-06-20T23:00:00+00:00,Emma Meesseman
870,870,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,13,100.0,0.5710000000000001,100.0,1,4,1,1,2,0,0,1,Stars,1,0,87,21:00,4026,9800,15cc3634-ccf0-4f77-9f83-9352c9b4b37a,2015-06-21T00:00:00+00:00,Dearica Hamby
878,878,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,Sky,0,1,95,5:00,4026,9800,15cc3634-ccf0-4f77-9f83-9352c9b4b37a,2015-06-21T00:00:00+00:00,Cheyenne Parker
880,880,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,0,0.0,0.0,0.0,0,4,0,0,0,0,0,1,Sky,0,1,95,10:00,4026,9800,15cc3634-ccf0-4f77-9f83-9352c9b4b37a,2015-06-21T00:00:00+00:00,Betnijah Laney
881,881,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,11,0.0,0.8,25.0,8,3,0,3,3,0,0,2,Sky,0,1,95,40:00:00,4026,9800,15cc3634-ccf0-4f77-9f83-9352c9b4b37a,2015-06-21T00:00:00+00:00,Courtney Vandersloot
882,882,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,19,0.0,0.615,33.3,3,4,0,1,2,0,0,1,Sky,0,1,95,41:00:00,4026,9800,15cc3634-ccf0-4f77-9f83-9352c9b4b37a,2015-06-21T00:00:00+00:00,Allie Quigley
917,917,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sparks,1,0,68,0,4932,19060,c077e0ce-9bfa-4369-9e93-f25325a88b10,2015-06-21T21:00:00+00:00,Nneka Ogwumike
928,928,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,2,0.0,1.0,0.0,0,1,0,1,0,0,0,1,Sun,0,1,76,9:00,4932,19060,c077e0ce-9bfa-4369-9e93-f25325a88b10,2015-06-21T21:00:00+00:00,Elizabeth Williams
929,929,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,4,100.0,0.0,0.0,3,1,1,2,3,0,0,0,Sun,0,1,76,19:00,4932,19060,c077e0ce-9bfa-4369-9e93-f25325a88b10,2015-06-21T21:00:00+00:00,Jasmine Thomas
930,930,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,11,50.0,0.5710000000000001,0.0,3,4,2,3,0,0,0,2,Sun,0,1,76,21:00,4932,19060,c077e0ce-9bfa-4369-9e93-f25325a88b10,2015-06-21T21:00:00+00:00,Chelsea Gray
933,933,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,5,50.0,0.28600000000000003,0.0,1,8,0,0,2,0,0,1,Sun,0,1,76,34:00:00,4932,19060,c077e0ce-9bfa-4369-9e93-f25325a88b10,2015-06-21T21:00:00+00:00,Alyssa Thomas
937,937,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,15,75.0,0.857,0.0,3,6,1,0,2,0,0,2,Lynx,1,0,78,24:00:00,8823,19356,a86a1395-71d8-457d-a2c6-90cd3b87f2c8,2015-06-21T23:00:00+00:00,Damiris Dantas
958,958,Riquna,Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,G,17,40.0,0.375,50.0,5,3,1,3,2,0,0,1,Shock,0,1,86,28:00:00,8823,19356,a86a1395-71d8-457d-a2c6-90cd3b87f2c8,2015-06-21T23:00:00+00:00,Riquna Williams
968,968,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,11,50.0,0.7140000000000001,0.0,1,9,1,1,3,0,0,0,Storm,1,0,72,27:00:00,5947,17072,d6d52a6a-c103-4d37-85b5-fe05a9e10b10,2015-06-22T01:00:00+00:00,Alysha Clark
976,976,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,9,75.0,0.6,0.0,0,3,1,0,2,0,0,2,Storm,1,0,72,15:00,5947,17072,d6d52a6a-c103-4d37-85b5-fe05a9e10b10,2015-06-22T01:00:00+00:00,Jewell Loyd
977,977,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,15,75.0,0.462,0.0,0,8,3,1,1,0,0,0,Mercury,0,1,84,29:00:00,5947,17072,d6d52a6a-c103-4d37-85b5-fe05a9e10b10,2015-06-22T01:00:00+00:00,Candice Dupree
979,979,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mercury,0,1,84,0,5947,17072,d6d52a6a-c103-4d37-85b5-fe05a9e10b10,2015-06-22T01:00:00+00:00,Diana Taurasi
988,988,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,3,0.0,0.0,33.3,0,0,0,1,2,0,0,2,Mercury,0,1,84,18:00,5947,17072,d6d52a6a-c103-4d37-85b5-fe05a9e10b10,2015-06-22T01:00:00+00:00,Leilani Mitchell
991,991,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,20,100.0,0.75,0.0,2,3,0,2,3,0,0,0,Mystics,1,1,84,31:00:00,7400,20290,6e6025ca-a6e1-49c8-be7a-83822339106f,2015-06-24T00:00:00+00:00,Emma Meesseman
1011,1011,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,11,50.0,0.41700000000000004,0.0,5,6,0,1,6,0,0,2,Sparks,0,0,80,36:00:00,7400,20290,6e6025ca-a6e1-49c8-be7a-83822339106f,2015-06-24T00:00:00+00:00,Nneka Ogwumike
1015,1015,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,13,100.0,0.5,100.0,5,6,1,1,6,0,0,0,Sky,1,1,100,31:00:00,9893,17500,10ce1e8d-a564-406e-8862-065c5e3398ec,2015-06-24T16:30:00+00:00,Courtney Vandersloot
1022,1022,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,2,0.0,0.2,0.0,0,5,2,0,1,0,0,1,Sky,1,1,100,23:00,9893,17500,10ce1e8d-a564-406e-8862-065c5e3398ec,2015-06-24T16:30:00+00:00,Betnijah Laney
1024,1024,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,16,100.0,0.556,0.0,1,5,1,1,1,0,0,3,Sky,1,1,100,36:00:00,9893,17500,10ce1e8d-a564-406e-8862-065c5e3398ec,2015-06-24T16:30:00+00:00,Allie Quigley
1025,1025,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,Sky,1,1,100,7:00,9893,17500,10ce1e8d-a564-406e-8862-065c5e3398ec,2015-06-24T16:30:00+00:00,Cheyenne Parker
1043,1043,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,6,0.0,0.6,0.0,1,14,3,0,4,0,0,3,Stars,1,1,76,26:00:00,1738,9800,1f1d3ba6-2729-412c-b4a6-e9086b86673a,2015-06-26T00:00:00+00:00,Dearica Hamby
1057,1057,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,15,100.0,1.0,33.3,1,2,1,2,1,0,0,2,Mercury,0,0,71,27:00:00,1738,9800,1f1d3ba6-2729-412c-b4a6-e9086b86673a,2015-06-26T00:00:00+00:00,Leilani Mitchell
1058,1058,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,12,66.7,0.33299999999999996,0.0,1,4,1,2,2,0,0,3,Mercury,0,0,71,33:00:00,1738,9800,1f1d3ba6-2729-412c-b4a6-e9086b86673a,2015-06-26T00:00:00+00:00,Candice Dupree
1071,1071,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,3,100.0,0.33299999999999996,0.0,0,3,2,1,0,0,0,1,Storm,1,0,73,18:00,5627,17072,df32e819-d2cd-4c3a-9478-118ca5d8f2ef,2015-06-26T02:00:00+00:00,Jewell Loyd
1076,1076,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,4,0.0,0.667,0.0,1,3,0,2,4,0,0,3,Storm,1,0,73,23:00,5627,17072,df32e819-d2cd-4c3a-9478-118ca5d8f2ef,2015-06-26T02:00:00+00:00,Alysha Clark
1083,1083,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,10,80.0,1.0,0.0,2,6,2,0,3,0,0,0,Lynx,0,1,76,19:00,5627,17072,df32e819-d2cd-4c3a-9478-118ca5d8f2ef,2015-06-26T02:00:00+00:00,Damiris Dantas
1092,1092,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,2,0.0,0.33299999999999996,0.0,0,1,1,0,5,0,0,0,Fever,1,0,77,8:00,6889,18165,c9ea295b-8ced-4126-8633-fc7b0f56c7a8,2015-06-26T23:00:00+00:00,Natasha Howard
1098,1098,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Fever,1,0,77,0,6889,18165,c9ea295b-8ced-4126-8633-fc7b0f56c7a8,2015-06-26T23:00:00+00:00,Layshia Clarendon
1101,1101,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,13,100.0,0.375,33.3,7,6,1,0,3,0,0,2,Sky,0,1,83,34:00:00,6889,18165,c9ea295b-8ced-4126-8633-fc7b0f56c7a8,2015-06-26T23:00:00+00:00,Courtney Vandersloot
1106,1106,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,1,50.0,0.0,0.0,0,1,1,0,1,0,0,0,Sky,0,1,83,3:00,6889,18165,c9ea295b-8ced-4126-8633-fc7b0f56c7a8,2015-06-26T23:00:00+00:00,Cheyenne Parker
1107,1107,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,17,50.0,0.455,66.7,1,2,0,1,4,0,0,1,Sky,0,1,83,24:00:00,6889,18165,c9ea295b-8ced-4126-8633-fc7b0f56c7a8,2015-06-26T23:00:00+00:00,Allie Quigley
1111,1111,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,2,0.0,0.25,0.0,1,2,1,2,3,0,0,1,Sky,0,1,83,18:00,6889,18165,c9ea295b-8ced-4126-8633-fc7b0f56c7a8,2015-06-26T23:00:00+00:00,Betnijah Laney
1116,1116,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,11,100.0,0.6,50.0,2,2,0,0,1,0,0,4,Sun,1,1,80,21:00,5542,9518,f6f1b668-73d3-4a07-9fa1-95f148313e6f,2015-06-26T23:00:00+00:00,Chelsea Gray
1117,1117,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,12,100.0,0.33299999999999996,0.0,2,4,2,1,0,0,0,0,Sun,1,1,80,23:00,5542,9518,f6f1b668-73d3-4a07-9fa1-95f148313e6f,2015-06-26T23:00:00+00:00,Jasmine Thomas
1123,1123,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Sun,1,1,80,2:00,5542,9518,f6f1b668-73d3-4a07-9fa1-95f148313e6f,2015-06-26T23:00:00+00:00,Elizabeth Williams
1124,1124,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,11,42.9,0.308,0.0,2,7,5,2,5,1,0,3,Sun,1,1,80,30:00:00,5542,9518,f6f1b668-73d3-4a07-9fa1-95f148313e6f,2015-06-26T23:00:00+00:00,Alyssa Thomas
1134,1134,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,14,83.3,0.231,50.0,2,7,3,1,0,0,1,3,Sparks,0,0,76,41:00:00,5542,9518,f6f1b668-73d3-4a07-9fa1-95f148313e6f,2015-06-26T23:00:00+00:00,Nneka Ogwumike
1161,1161,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,14,100.0,0.6,0.0,3,7,2,3,3,0,0,2,Mystics,0,0,69,33:00:00,5861,18047,b623aed3-4252-4405-93a5-bf8942253302,2015-06-26T23:30:00+00:00,Emma Meesseman
1173,1173,Riquna,Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,G,11,100.0,0.0,60.0,4,3,0,1,3,0,1,3,Shock,1,1,71,25:00:00,5125,17839,fae3d9c8-91a5-4518-9629-d1d8f989dde4,2015-06-27T00:00:00+00:00,Riquna Williams
1198,1198,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,4,0.0,0.28600000000000003,0.0,1,6,3,0,0,0,0,2,Stars,1,1,73,20:00,4067,9800,5838e712-4da2-4eec-9687-f8e9fe3fbfda,2015-06-28T00:00:00+00:00,Dearica Hamby
1204,1204,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,2,0.0,0.25,0.0,0,5,0,0,0,0,0,0,Storm,0,0,71,13:00,4067,9800,5838e712-4da2-4eec-9687-f8e9fe3fbfda,2015-06-28T00:00:00+00:00,Jewell Loyd
1207,1207,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,6,0.0,1.0,0.0,1,2,0,3,1,0,0,1,Storm,0,0,71,28:00:00,4067,9800,5838e712-4da2-4eec-9687-f8e9fe3fbfda,2015-06-28T00:00:00+00:00,Alysha Clark
1226,1226,Damiris,Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,F,2,0.0,0.33299999999999996,0.0,0,2,0,0,1,0,0,2,Lynx,1,1,71,8:00,9113,19356,d6621d52-1dbe-4e8c-aa03-b576ba991f58,2015-06-28T00:00:00+00:00,Damiris Dantas
1232,1232,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,8,100.0,0.429,0.0,0,4,1,2,2,0,0,5,Mercury,0,0,56,34:00:00,9113,19356,d6621d52-1dbe-4e8c-aa03-b576ba991f58,2015-06-28T00:00:00+00:00,Candice Dupree
1235,1235,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mercury,0,0,56,0,9113,19356,d6621d52-1dbe-4e8c-aa03-b576ba991f58,2015-06-28T00:00:00+00:00,Diana Taurasi
1238,1238,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,2,0.0,0.5,0.0,3,4,0,0,1,0,0,2,Mercury,0,0,56,18:00,9113,19356,d6621d52-1dbe-4e8c-aa03-b576ba991f58,2015-06-28T00:00:00+00:00,Leilani Mitchell
1263,1263,Nneka,Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,F,13,90.0,0.182,0.0,4,16,2,0,1,0,0,1,Sparks,0,0,70,38:00:00,8926,19812,7a9ad6f0-918a-4e24-9c46-4d7f8a2a217d,2015-06-28T19:00:00+00:00,Nneka Ogwumike
1275,1275,Emma,Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,C,20,0.0,0.769,0.0,2,4,2,0,4,0,0,2,Mystics,1,1,86,30:00:00,7400,20290,135a96be-8904-46d0-8594-221655ce7a6d,2015-06-28T20:00:00+00:00,Emma Meesseman
1278,1278,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,4,0.0,0.5,0.0,4,3,0,1,0,0,0,3,Sky,0,0,71,32:00:00,7400,20290,135a96be-8904-46d0-8594-221655ce7a6d,2015-06-28T20:00:00+00:00,Courtney Vandersloot
1284,1284,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,Sky,0,0,71,3:00,7400,20290,135a96be-8904-46d0-8594-221655ce7a6d,2015-06-28T20:00:00+00:00,Cheyenne Parker
1286,1286,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,10,0.0,0.625,0.0,3,1,0,1,1,0,0,2,Sky,0,0,71,27:00:00,7400,20290,135a96be-8904-46d0-8594-221655ce7a6d,2015-06-28T20:00:00+00:00,Allie Quigley
1287,1287,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,6,0.0,0.75,0.0,0,4,1,1,1,0,0,0,Sky,0,0,71,21:00,7400,20290,135a96be-8904-46d0-8594-221655ce7a6d,2015-06-28T20:00:00+00:00,Betnijah Laney
1289,1289,Riquna,Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,G,19,100.0,0.6,42.9,1,1,0,3,2,0,0,0,Shock,1,1,93,21:00,4985,17839,31d34fcb-2242-470e-910f-84ff45eb6b36,2015-06-28T23:00:00+00:00,Riquna Williams
1306,1306,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,11,100.0,0.667,40.0,2,1,0,0,4,0,0,1,Storm,0,0,89,29:00:00,4985,17839,31d34fcb-2242-470e-910f-84ff45eb6b36,2015-06-28T23:00:00+00:00,Alysha Clark
1310,1310,Jewell,Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,G,21,100.0,0.6,50.0,3,4,1,1,4,0,0,1,Storm,0,0,89,28:00:00,4985,17839,31d34fcb-2242-470e-910f-84ff45eb6b36,2015-06-28T23:00:00+00:00,Jewell Loyd
1316,1316,Elizabeth,Williams,c8672dba-0deb-4cf1-8304-82365865edaa,C-F,0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,Sun,1,0,84,4:00,5083,9518,e621da0a-e763-4ff6-a198-a5bdb039d89c,2015-06-30T23:00:00+00:00,Elizabeth Williams
1317,1317,Jasmine,Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,G,14,0.0,0.667,33.3,5,2,0,4,4,0,0,2,Sun,1,0,84,30:00:00,5083,9518,e621da0a-e763-4ff6-a198-a5bdb039d89c,2015-06-30T23:00:00+00:00,Jasmine Thomas
1320,1320,Alyssa,Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,F,12,66.7,0.444,0.0,3,5,2,1,1,0,0,3,Sun,1,0,84,35:00:00,5083,9518,e621da0a-e763-4ff6-a198-a5bdb039d89c,2015-06-30T23:00:00+00:00,Alyssa Thomas
1322,1322,Chelsea,Gray,ca6b54e3-612d-4523-9582-b88e675f58de,G,5,0.0,0.5,50.0,1,1,1,0,0,0,0,0,Sun,1,0,84,9:00,5083,9518,e621da0a-e763-4ff6-a198-a5bdb039d89c,2015-06-30T23:00:00+00:00,Chelsea Gray
1336,1336,Natasha,Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,F,9,100.0,1.0,0.0,0,2,1,0,0,0,0,2,Fever,0,1,92,12:00,5083,9518,e621da0a-e763-4ff6-a198-a5bdb039d89c,2015-06-30T23:00:00+00:00,Natasha Howard
1338,1338,Layshia,Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,G,6,50.0,0.14300000000000002,50.0,2,1,0,0,2,0,0,3,Fever,0,1,92,20:00,5083,9518,e621da0a-e763-4ff6-a198-a5bdb039d89c,2015-06-30T23:00:00+00:00,Layshia Clarendon
1339,1339,Allie,Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,G,10,0.0,0.4,40.0,1,0,0,0,0,0,0,3,Sky,1,0,81,22:00,5048,17500,5971d3ce-573b-45c8-abb2-488e5d779a12,2015-07-01T00:00:00+00:00,Allie Quigley
1342,1342,Courtney,Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,G,14,75.0,0.5,50.0,10,3,0,2,4,0,1,2,Sky,1,0,81,31:00:00,5048,17500,5971d3ce-573b-45c8-abb2-488e5d779a12,2015-07-01T00:00:00+00:00,Courtney Vandersloot
1343,1343,Cheyenne,Parker,4a97e708-71e5-4d58-b1e8-883adf027925,F,0,0.0,0.0,0.0,0,1,0,1,3,0,0,0,Sky,1,0,81,7:00,5048,17500,5971d3ce-573b-45c8-abb2-488e5d779a12,2015-07-01T00:00:00+00:00,Cheyenne Parker
1348,1348,Betnijah,Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,G-F,4,0.0,0.5,0.0,1,3,1,1,2,0,0,0,Sky,1,0,81,16:00,5048,17500,5971d3ce-573b-45c8-abb2-488e5d779a12,2015-07-01T00:00:00+00:00,Betnijah Laney
1367,1367,Leilani,Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,G,16,0.0,0.667,80.0,2,2,0,1,2,0,0,2,Mercury,1,1,85,31:00:00,8319,18055,4b9a679e-8345-4553-8650-e96116edc1cc,2015-07-01T02:00:00+00:00,Leilani Mitchell
1373,1373,Candice,Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,F,19,100.0,0.8,0.0,0,1,0,1,1,0,0,4,Mercury,1,1,85,30:00:00,8319,18055,4b9a679e-8345-4553-8650-e96116edc1cc,2015-07-01T02:00:00+00:00,Candice Dupree
1375,1375,Diana,Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mercury,1,1,85,0,8319,18055,4b9a679e-8345-4553-8650-e96116edc1cc,2015-07-01T02:00:00+00:00,Diana Taurasi
1377,1377,Dearica,Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,F,6,0.0,0.375,0.0,2,5,2,0,1,0,0,3,Stars,0,0,78,22:00,8319,18055,4b9a679e-8345-4553-8650-e96116edc1cc,2015-07-01T02:00:00+00:00,Dearica Hamby
1393,1393,Alysha,Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,F,4,100.0,0.5,0.0,1,5,0,0,2,0,0,2,Storm,1,1,74,25:00:00,4352,17072,575a283b-c31e-497f-a9e5-a726bd24f1aa,2015-07-01T02:00:00+00:00,Alysha Clark
