,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,total_sec_played
21377,Riquna,Williams,Riquna Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,7,50.0,0.0,66.7,1,3,0,2,1,0,0,0,0,0,19:07,1147.0
21378,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,4,0.0,25.0,0.0,1,6,1,0,5,0,0,4,0,0,26:57:00,1617.0
21379,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,20,50.0,75.0,0.0,4,2,0,0,1,0,0,3,1,1,35:19:00,2119.0
21380,Lexie,Brown,Lexie Brown,155215e8-3e76-49cd-b00a-e0d9a124ec7f,5,100.0,50.0,0.0,1,3,0,0,1,0,0,1,1,1,13:35,815.0
21382,Karima,Christmas-Kelly,Karima Christmas-Kelly,22d685d3-a4ec-4a64-a092-d48e2ea3274c,12,66.7,66.7,66.7,0,0,0,1,2,0,0,1,1,1,15:22,922.0
21384,Danielle,Robinson,Danielle Robinson,8417ac16-e2fc-4561-8e21-792d3c898efa,10,100.0,42.9,0.0,4,4,1,1,2,0,0,3,1,1,34:51:00,2091.0
21385,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,19,60.0,61.5,0.0,3,10,4,3,3,0,0,4,1,1,31:18:00,1878.0
21386,Stephanie,Talbot,Stephanie Talbot,779cd8d9-133e-4e68-8bfb-16a437a34686,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,4:04,244.0
21387,Damiris,Dantas,Damiris Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,7,71.4,20.0,0.0,5,6,3,0,1,0,0,2,1,1,27:58:00,1678.0
21388,Alaina,Coates,Alaina Coates,d51d60bf-44b4-47d7-8fa5-4f62449395c9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,4:05,245.0
21389,Napheesa,Collier,Napheesa Collier,21f994d2-1cc9-4d83-b278-abc3aaf4f63d,19,50.0,57.1,100.0,2,9,3,4,3,0,0,5,1,1,33:28:00,2008.0
21391,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,22,60.0,50.0,16.7,3,9,3,3,5,0,0,1,0,0,38:12:00,2292.0
21392,Asia,Durr,Asia Durr,c8e5bb18-c700-4890-9b48-a080e9de995c,10,0.0,50.0,50.0,3,0,0,0,3,0,0,2,0,0,32:53:00,1973.0
21393,Nayo,Raincock-Ekunwe,Nayo Raincock-Ekunwe,e798591d-31e3-475d-918b-04b531366b08,0,0.0,0.0,0.0,0,5,3,0,2,0,0,2,0,0,19:23,1163.0
21394,Kia,Nurse,Kia Nurse,c0d2573a-fc13-405d-bb9e-cc37552806ed,24,100.0,50.0,45.5,0,1,1,2,3,0,0,4,0,0,40:00:00,2400.0
21396,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,7,100.0,30.0,0.0,8,2,0,3,3,0,0,5,0,0,26:51:00,1611.0
21397,Tiffany,Bias,Tiffany Bias,691d8f5e-6122-4a26-af86-50410731ff09,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,2:28,148.0
21398,Han,Xu,Han Xu,edd9c4c3-c8d4-4513-aeca-c70df44bd6ee,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1:48,108.0
21399,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,11,0.0,80.0,100.0,2,6,2,0,3,0,0,1,0,0,20:37,1237.0
21400,Tanisha,Wright,Tanisha Wright,c8f2398d-ee12-4935-b481-1a0b3a955a9d,9,0.0,60.0,33.3,4,3,1,3,2,1,0,1,0,0,17:48,1068.0
21401,Liz,Cambage,Liz Cambage,ceee01db-30cb-404f-860c-7acddd358a19,11,75.0,50.0,0.0,6,9,0,0,2,0,0,3,1,1,26:47:00,1607.0
21402,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,27,100.0,72.7,100.0,1,3,1,2,1,0,0,1,1,1,21:29,1289.0
21403,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,0,0.0,0.0,0.0,4,4,1,1,3,0,0,1,1,1,17:44,1064.0
21404,Jackie,Young,Jackie Young,4fa92d21-9f96-4bab-a9f8-f530a69287ee,9,0.0,75.0,33.3,8,0,0,2,1,0,0,1,1,1,22:16,1336.0
21405,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,0,0.0,0.0,0.0,0,2,1,0,2,0,0,3,1,1,4:09,249.0
21406,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,0,0.0,0.0,0.0,0,3,0,0,2,0,0,0,1,1,18:58,1138.0
21407,Kelsey,Plum,Kelsey Plum,4daa0bba-2317-4504-a94c-969ccdf7d5d6,3,0.0,0.0,50.0,3,4,0,1,2,0,0,1,1,1,22:28,1348.0
21408,A'ja,Wilson,A'ja Wilson,6340b055-3c1b-427e-88d6-6f9cdd1fc925,20,100.0,75.0,0.0,3,8,1,0,1,0,0,2,1,1,22:42,1362.0
21409,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,6,0.0,75.0,0.0,2,2,0,1,0,0,0,1,1,1,21:02,1262.0
21410,Sydney,Colson,Sydney Colson,3bca6f7c-3910-4f27-9372-db6ccbc64157,10,100.0,100.0,66.7,4,1,0,1,0,0,0,0,1,1,17:32,1052.0
21411,JiSu,Park,JiSu Park,9a25546d-5f1e-4952-95b7-3e66a76deb92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,4:53,293.0
21412,Brooke,McCarty-Williams,Brooke McCarty-Williams,60a23c99-c32b-417d-af22-8fc03ae00b71,0,0.0,0.0,0.0,5,1,1,1,1,0,0,2,0,0,18:35,1115.0
21413,Kayla,Thornton,Kayla Thornton,7a46f116-94ed-4d89-b585-fa41cf41862c,4,100.0,33.3,0.0,3,10,0,1,0,0,0,0,0,0,24:38:00,1478.0
21414,Allisha,Gray,Allisha Gray,293b5925-fd31-4640-8ada-bf6451a2c488,11,100.0,50.0,20.0,2,4,4,1,1,0,0,3,0,0,33:04:00,1984.0
21415,Imani,McGee-Stafford,Imani McGee-Stafford,9d31d9cc-f287-4d91-a739-f76ccc88a55a,2,0.0,16.7,0.0,0,8,4,1,3,0,0,0,0,0,15:52,952.0
21417,Arike,Ogunbowale,Arike Ogunbowale,b84a83b9-07b1-4115-b2ad-8cb69a96ef08,25,100.0,41.7,28.6,1,1,0,1,2,0,0,3,0,0,35:10:00,2110.0
21418,Kaela,Davis,Kaela Davis,072d3e30-e585-4835-b6f4-24da9cc05b7c,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,8:33,513.0
21419,Theresa,Plaisance,Theresa Plaisance,462f199b-4d49-40fd-acfd-88d06a77da50,6,100.0,0.0,33.3,1,0,0,1,0,0,0,0,0,0,14:28,868.0
21420,Azurá,Stevens,Azurá Stevens,1ed5a0c9-ad93-4996-acca-94c7e301bb79,8,100.0,37.5,0.0,0,8,4,1,1,0,0,1,0,0,19:12,1152.0
21421,Isabelle,Harrison,Isabelle Harrison,184cc47d-af49-47fb-bcec-c0df1de4813f,5,50.0,40.0,0.0,1,1,0,1,0,0,0,0,0,0,13:11,791.0
21422,Megan,Gustafson,Megan Gustafson,8c94ae8d-4431-4e6b-98c6-dcd812ba76c8,7,75.0,40.0,0.0,0,8,3,1,0,0,0,1,0,0,17:17,1037.0
21423,Monique,Billings,Monique Billings,206872ae-560b-4199-94f4-a44106b0baff,10,66.7,36.4,0.0,1,14,7,0,3,0,0,2,1,0,21:45,1305.0
21424,Nia,Coffey,Nia Coffey,58c646ba-6e6f-409a-a1cf-83e253991797,11,50.0,0.0,42.9,0,4,2,1,3,0,0,2,1,0,24:06:00,1446.0
21425,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,5,75.0,14.3,0.0,3,9,4,0,1,0,0,1,1,0,22:43,1363.0
21429,Maite,Cazorla,Maite Cazorla,b8d750b3-c469-4682-b26a-3f54576c7d1e,7,0.0,66.7,50.0,6,0,0,0,3,0,0,2,1,0,24:53:00,1493.0
21430,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,18,0.0,50.0,57.1,5,3,0,0,3,0,0,2,1,0,30:12:00,1812.0
21431,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,8,0.0,66.7,0.0,0,3,1,0,1,0,0,1,1,0,25:47:00,1547.0
21432,Brittney,Sykes,Brittney Sykes,06e3bb10-73ab-4d8e-8ad4-6850ea710b30,3,50.0,20.0,0.0,1,0,0,0,1,0,0,1,1,0,15:54,954.0
21433,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,7,0.0,66.7,20.0,1,1,0,1,1,0,0,1,1,0,24:55:00,1495.0
21434,Marie,Gülich,Marie Gülich,f9445de9-e1f9-4a34-933f-aa97f4275c9b,4,100.0,50.0,0.0,0,3,0,0,1,0,0,0,1,0,9:45,585.0
21435,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,7,100.0,33.3,0.0,1,2,0,0,1,0,0,1,0,1,18:01,1081.0
21436,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,21,0.0,60.0,50.0,4,10,1,2,0,0,0,3,0,1,33:11:00,1991.0
21437,Shey,Peddy,Shey Peddy,782a5034-334b-48e8-a7a8-931296f40c06,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,2:18,138.0
21438,Natasha,Cloud,Natasha Cloud,f2c36797-b5c5-47a4-b073-43637c9794ef,9,100.0,60.0,0.0,6,2,0,2,2,0,0,0,0,1,33:44:00,2024.0
21439,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,17,0.0,80.0,42.9,4,0,0,0,1,0,0,0,0,1,29:54:00,1794.0
21441,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,17,66.7,50.0,75.0,1,6,2,0,3,0,0,1,0,1,16:09,969.0
21442,LaToya,Sanders,LaToya Sanders,c9d1882f-4d87-4423-ad00-04f5d4c4a06a,7,100.0,50.0,0.0,3,8,5,2,2,0,0,0,0,1,26:23:00,1583.0
21443,Myisha,Hines-Allen,Myisha Hines-Allen,8302ef7b-466b-42f0-bdae-d87d8d56154a,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,2:18,138.0
21444,Shatori,Walker-Kimbrough,Shatori Walker-Kimbrough,3762be5d-d392-4e3b-aea3-9c5e356c7486,4,0.0,66.7,0.0,1,1,0,1,1,0,0,2,0,1,18:33,1113.0
21445,Ariel,Atkins,Ariel Atkins,2861dedc-439b-4fbb-bc50-1873b498dc52,7,100.0,25.0,25.0,1,4,0,0,3,0,0,1,0,1,19:29,1169.0
21446,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,14,0.0,80.0,28.6,3,5,0,1,3,0,0,1,1,1,30:35:00,1835.0
21447,Kahleah,Copper,Kahleah Copper,6434f048-1c61-4a79-a990-73f51f46245e,6,0.0,0.0,66.7,1,0,0,1,2,0,0,1,1,1,17:12,1032.0
21450,Diamond,DeShields,Diamond DeShields,a68b7b43-102e-44a1-96e9-e1615cc0f1b2,12,0.0,30.0,50.0,2,9,0,2,5,0,0,6,1,1,28:31:00,1711.0
21451,Gabby,Williams,Gabby Williams,55cd7443-47da-4835-a946-d4a2338750ba,6,0.0,42.9,0.0,5,1,0,1,2,0,0,2,1,1,21:11,1271.0
21452,Victoria,Macaulay,Victoria Macaulay,947b750a-c105-4933-ae88-3f69b1c92b80,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,3:01,181.0
21453,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,8,0.0,57.1,0.0,2,13,2,0,1,0,0,0,1,1,31:29:00,1889.0
21454,Stefanie,Dolson,Stefanie Dolson,776e2238-8340-4425-ab90-ba69e1bc7441,12,0.0,100.0,50.0,2,4,0,1,4,0,0,2,1,1,20:19,1219.0
21455,Courtney,Vandersloot,Courtney Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,13,75.0,71.4,0.0,7,2,0,3,1,0,0,2,1,1,24:19:00,1459.0
21457,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,22,100.0,88.9,0.0,0,6,3,1,3,0,0,0,1,1,23:23,1403.0
21459,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,11,50.0,75.0,20.0,0,10,2,1,4,0,0,0,0,0,23:09,1389.0
21460,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,7,50.0,33.3,0.0,1,2,0,1,2,0,0,0,0,0,18:12,1092.0
21461,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,0,0.0,0.0,0.0,0,1,0,0,2,0,0,0,0,0,15:11,911.0
21462,Brionna,Jones,Brionna Jones,de11f82d-035c-45c2-873a-eb1fad4abc1b,2,0.0,100.0,0.0,0,3,2,0,1,0,0,0,0,0,4:42,282.0
21463,Courtney,Williams,Courtney Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,7,50.0,33.3,0.0,5,4,0,1,1,0,0,3,0,0,25:43:00,1543.0
21464,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,13,100.0,66.7,0.0,2,3,2,3,1,0,0,3,0,0,21:48,1308.0
21465,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,10,0.0,50.0,50.0,0,2,0,0,1,0,0,3,0,0,17:01,1021.0
21466,Kristine,Anigwe,Kristine Anigwe,68abe3f3-2f09-45ac-8b42-d4204d8c5d67,7,75.0,50.0,0.0,1,3,0,1,2,0,0,0,0,0,12:09,729.0
21467,Bridget,Carleton,Bridget Carleton,f41354b6-c59e-4f29-abf3-f3cff87ed231,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,10:00,600.0
21468,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,12,100.0,28.6,50.0,7,0,0,2,0,0,0,4,0,0,27:16:00,1636.0
21469,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,6,0.0,42.9,0.0,4,4,1,0,2,0,0,2,0,0,24:49:00,1489.0
21471,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,3,50.0,50.0,0.0,0,2,0,1,1,0,0,1,1,1,13:51,831.0
21472,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,2,0.0,100.0,0.0,1,2,1,0,0,0,0,0,1,1,4:01,241.0
21473,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,11,75.0,33.3,66.7,2,5,0,0,2,0,0,3,1,1,30:11:00,1811.0
21474,Briann,January,Briann January,9a3004e2-f946-4df6-b306-4213cc0879a0,15,75.0,50.0,50.0,5,2,0,1,3,0,0,2,1,1,35:41:00,2141.0
21475,Sophie,Cunningham,Sophie Cunningham,6f20a6c1-04f6-4be2-b7a2-511ebe314525,0,0.0,0.0,0.0,0,1,0,0,1,0,0,2,1,1,12:22,742.0
21477,Brittney,Griner,Brittney Griner,03e541cb-d11c-4975-b656-f6e7febcda7d,14,100.0,46.2,0.0,3,9,2,0,5,0,1,2,1,1,31:29:00,1889.0
21479,DeWanna,Bonner,DeWanna Bonner,b262f7f1-1c78-406c-86aa-7ad15122931f,15,0.0,33.3,33.3,2,7,2,4,1,0,0,1,1,1,35:20:00,2120.0
21480,Leilani,Mitchell,Leilani Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,22,71.4,80.0,37.5,6,7,1,0,4,0,0,0,1,1,37:05:00,2225.0
21481,Alexis,Jones,Alexis Jones,249d2060-12a3-4b85-ab0a-43d66ad8eeba,8,50.0,50.0,100.0,1,0,0,0,2,0,0,1,0,0,15:22,922.0
21482,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,0,0.0,0.0,0.0,2,1,0,0,2,0,0,0,0,0,16:08,968.0
21484,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,12,100.0,16.7,50.0,3,11,1,0,1,0,0,2,0,0,28:28:00,1708.0
21485,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,11,100.0,30.0,33.3,2,13,5,0,5,0,0,2,0,0,27:49:00,1669.0
21487,Riquna,Williams,Riquna Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,7,100.0,33.3,25.0,3,1,0,0,3,0,0,1,0,0,27:25:00,1645.0
21488,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,12,0.0,66.7,0.0,0,5,2,0,2,0,0,1,0,0,23:30,1410.0
21489,Marina,Mabrey,Marina Mabrey,36211055-b368-4e99-97f2-7080386db4d5,4,0.0,100.0,0.0,1,4,2,1,1,0,0,0,0,0,13:04,784.0
21490,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,11,0.0,50.0,100.0,0,1,0,0,6,0,0,1,0,0,17:57,1077.0
21491,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,7,100.0,22.2,0.0,7,3,0,1,2,0,0,2,0,0,30:17:00,1817.0
21492,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,17,75.0,46.7,0.0,4,6,1,3,4,0,0,2,1,1,31:35:00,1895.0
21493,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,11,0.0,25.0,42.9,1,5,2,0,1,0,0,0,1,1,30:03:00,1803.0
21494,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,3,0.0,0.0,50.0,1,0,0,1,2,0,0,2,1,1,12:25,745.0
21495,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,0,0.0,0.0,0.0,0,3,0,0,0,0,0,1,1,1,13:49,829.0
21498,Mercedes,Russell,Mercedes Russell,1db3458a-8ac3-4939-95bb-5c74f478e18c,2,0.0,50.0,0.0,0,6,2,0,4,0,0,0,1,1,27:59:00,1679.0
21500,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,2:45,165.0
21501,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,21,100.0,63.6,0.0,1,5,1,4,2,0,0,5,1,1,32:38:00,1958.0
21502,Shavonte,Zellous,Shavonte Zellous,63f2ed0d-80ea-404a-8ab6-2f4b25d1a827,11,100.0,60.0,50.0,4,2,0,0,4,0,0,2,1,1,30:52:00,1852.0
21503,Sami,Whitcomb,Sami Whitcomb,82661dca-4121-4f2c-9918-7960ae068b83,0,0.0,0.0,0.0,3,0,0,0,2,0,0,0,1,1,17:54,1074.0
21504,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,18,85.7,50.0,28.6,4,0,0,3,3,0,0,8,0,0,32:36:00,1956.0
21505,Kelsey,Mitchell,Kelsey Mitchell,5219e39b-9341-4dfb-a43c-793723729162,13,100.0,33.3,33.3,2,2,1,0,1,0,0,1,0,0,28:32:00,1712.0
21506,Kennedy,Burke,Kennedy Burke,06e88c3f-715d-41b2-9aee-6a013a37565f,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5:50,350.0
21507,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,2,0.0,16.7,0.0,0,6,1,4,4,0,0,2,0,0,30:37:00,1837.0
21508,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,7,100.0,60.0,0.0,0,4,0,1,0,0,0,0,0,0,12:47,767.0
21511,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,3,75.0,0.0,0.0,0,1,1,0,4,0,0,1,0,0,9:23,563.0
21513,Shenise,Johnson,Shenise Johnson,4548dbb5-f950-4ec2-8cc2-0ba120fa8678,6,0.0,50.0,0.0,1,2,1,0,0,0,0,1,0,0,13:02,782.0
21514,Teaira,McCowan,Teaira McCowan,db3ec44f-708c-4853-af9a-fc7c04407366,6,100.0,33.3,0.0,0,13,4,0,3,0,0,4,0,0,28:27:00,1707.0
21515,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,6,0.0,37.5,0.0,1,7,1,0,2,0,0,2,0,0,38:46:00,2326.0
21516,Kelsey,Mitchell,Kelsey Mitchell,5219e39b-9341-4dfb-a43c-793723729162,17,75.0,40.0,28.6,3,2,0,3,2,0,0,1,1,0,28:26:00,1706.0
21518,Teaira,McCowan,Teaira McCowan,db3ec44f-708c-4853-af9a-fc7c04407366,11,100.0,55.6,0.0,0,7,4,3,3,0,0,1,1,0,28:48:00,1728.0
21519,Erica,McCall,Erica McCall,912c567d-c96d-4018-9e3d-59714df3c900,0,0.0,0.0,0.0,0,3,1,0,2,0,0,0,1,0,4:48,288.0
21520,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,5,100.0,18.2,0.0,1,3,0,2,1,0,0,3,1,0,28:47:00,1727.0
21521,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,9,0.0,42.9,50.0,3,7,3,2,3,0,0,5,1,0,30:58:00,1858.0
21522,Shenise,Johnson,Shenise Johnson,4548dbb5-f950-4ec2-8cc2-0ba120fa8678,1,50.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,5:44,344.0
21523,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,8,100.0,50.0,0.0,0,2,0,0,0,0,0,0,1,0,20:13,1213.0
21524,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,10,100.0,57.1,0.0,1,7,3,0,4,0,0,1,1,0,26:10:00,1570.0
21525,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,13,100.0,50.0,40.0,4,2,0,1,2,0,0,5,1,0,22:46,1366.0
21526,Kennedy,Burke,Kennedy Burke,06e88c3f-715d-41b2-9aee-6a013a37565f,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,3:18,198.0
21528,Lexie,Brown,Lexie Brown,155215e8-3e76-49cd-b00a-e0d9a124ec7f,4,0.0,100.0,0.0,1,0,0,1,1,0,0,1,0,1,16:09,969.0
21529,Napheesa,Collier,Napheesa Collier,21f994d2-1cc9-4d83-b278-abc3aaf4f63d,16,85.7,62.5,0.0,2,4,1,1,2,0,0,3,0,1,37:32:00,2252.0
21530,Danielle,Robinson,Danielle Robinson,8417ac16-e2fc-4561-8e21-792d3c898efa,6,0.0,60.0,0.0,4,4,0,0,5,0,0,3,0,1,27:55:00,1675.0
21531,Karima,Christmas-Kelly,Karima Christmas-Kelly,22d685d3-a4ec-4a64-a092-d48e2ea3274c,0,0.0,0.0,0.0,0,2,0,1,1,0,0,1,0,1,11:23,683.0
21532,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,25,100.0,43.8,20.0,7,7,1,5,2,1,0,4,0,1,36:16:00,2176.0
21535,Damiris,Dantas,Damiris Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,15,0.0,75.0,50.0,2,5,0,0,2,0,0,4,0,1,32:42:00,1962.0
21536,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,9,75.0,42.9,0.0,2,11,3,1,2,0,0,1,0,1,34:15:00,2055.0
21537,Alaina,Coates,Alaina Coates,d51d60bf-44b4-47d7-8fa5-4f62449395c9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2:44,164.0
21538,Stephanie,Talbot,Stephanie Talbot,779cd8d9-133e-4e68-8bfb-16a437a34686,3,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,1:01,61.0
21540,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,3,0.0,0.0,33.3,1,0,0,1,1,0,0,3,1,1,11:27,687.0
21541,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,9,33.3,80.0,0.0,3,7,1,1,3,0,0,2,1,1,18:44,1124.0
21542,A'ja,Wilson,A'ja Wilson,6340b055-3c1b-427e-88d6-6f9cdd1fc925,12,80.0,26.7,0.0,1,8,1,3,1,0,0,3,1,1,31:36:00,1896.0
21544,Liz,Cambage,Liz Cambage,ceee01db-30cb-404f-860c-7acddd358a19,14,66.7,41.7,0.0,1,13,2,1,1,0,0,2,1,1,30:27:00,1827.0
21545,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,2:00,120.0
21546,Jackie,Young,Jackie Young,4fa92d21-9f96-4bab-a9f8-f530a69287ee,0,0.0,0.0,0.0,1,3,1,0,2,0,0,2,1,1,12:15,735.0
21547,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,12,100.0,50.0,0.0,2,4,0,0,2,0,0,3,1,1,28:33:00,1713.0
21548,Sydney,Colson,Sydney Colson,3bca6f7c-3910-4f27-9372-db6ccbc64157,3,0.0,0.0,100.0,4,2,0,2,0,0,0,2,1,1,17:34,1054.0
21549,Kelsey,Plum,Kelsey Plum,4daa0bba-2317-4504-a94c-969ccdf7d5d6,3,0.0,0.0,25.0,1,2,0,1,2,0,0,0,1,1,26:47:00,1607.0
21550,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,4,0.0,40.0,0.0,3,2,0,0,0,0,0,0,1,1,20:37,1237.0
21551,Jordin,Canada,Jordin Canada,43e2f045-e419-4b6e-bf2c-45e45f4720cc,3,25.0,16.7,0.0,3,0,0,3,0,0,0,2,0,0,25:48:00,1548.0
21552,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,5,0.0,33.3,25.0,1,2,0,0,3,0,0,2,0,0,19:09,1149.0
21553,Sami,Whitcomb,Sami Whitcomb,82661dca-4121-4f2c-9918-7960ae068b83,2,0.0,100.0,0.0,3,1,0,0,1,0,0,2,0,0,15:08,908.0
21554,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,14,50.0,30.0,33.3,1,12,1,0,5,0,0,5,0,0,29:10:00,1750.0
21556,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,11,0.0,50.0,50.0,1,4,2,1,0,0,0,3,0,0,19:43,1183.0
