,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,total_sec_played
5756,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,0,0.0,0.0,0.0,1,2,0,0,0,0,0,2,0,1,7:08,428.0
5757,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,11,100.0,0.75,0.0,4,11,1,2,5,0,0,0,0,1,33:07:00,1987.0
5758,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,11,50.0,0.41700000000000004,0.0,0,4,2,0,0,0,0,3,0,1,17:27,1047.0
5759,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,22,55.6,0.7,33.3,4,4,0,0,4,0,0,2,0,1,27:50:00,1670.0
5760,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,8,0.0,0.667,0.0,1,5,2,1,3,0,0,3,0,1,18:02,1082.0
5761,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,15,100.0,0.5,25.0,5,1,0,0,4,0,0,3,1,0,38:55:00,2335.0
5762,Markeisha,Gatling,Markeisha Gatling,8a82ef81-891a-4e96-9446-b07020361f79,5,100.0,0.5,0.0,0,2,0,0,1,0,0,2,1,0,6:09,369.0
5763,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,9,100.0,0.364,0.0,2,3,0,0,2,0,0,0,1,0,37:15:00,2235.0
5764,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,25,66.7,0.467,60.0,3,7,0,4,2,0,0,1,1,0,40:51:00,2451.0
5766,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,9:52,592.0
5767,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,10,100.0,0.6,33.3,3,5,2,0,5,0,0,2,1,0,35:22:00,2122.0
5769,Ramu,Tokashiki,Ramu Tokashiki,10b152cb-6474-45a8-93f2-af491805231f,2,0.0,0.33299999999999996,0.0,0,0,0,0,3,0,0,1,1,0,11:09,669.0
5770,Jenna,O'Hea,Jenna O'Hea,af1ff93f-9810-4237-94aa-bbbd19982351,6,0.0,0.0,66.7,0,3,1,0,3,0,0,2,1,0,13:35,815.0
5772,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,10,75.0,0.4,0.0,2,6,3,1,2,0,0,0,1,0,31:52:00,1912.0
5773,Bria,Hartley,Bria Hartley,1213c08d-c297-4cc2-8a9c-f2f16d5786db,8,60.0,0.2,50.0,3,1,0,0,2,0,0,4,0,1,28:08:00,1688.0
5774,Tayler,Hill,Tayler Hill,55c633f8-a460-43f9-b16d-9157bb1f1abc,18,100.0,0.375,40.0,1,5,0,1,4,0,0,2,0,1,33:34:00,2014.0
5776,Stefanie,Dolson,Stefanie Dolson,776e2238-8340-4425-ab90-ba69e1bc7441,6,100.0,0.5,0.0,0,5,0,0,3,0,0,1,0,1,30:00:00,1800.0
5777,Ivory,Latta,Ivory Latta,e3e0ad34-ab9b-492b-acc2-32cdd6e4e128,16,75.0,0.5,75.0,0,0,0,0,2,0,0,2,0,1,21:08,1268.0
5778,Ally,Malott,Ally Malott,cb55c1f8-70f9-4b74-bdc7-db7c356bf9d2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1:18,78.0
5780,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,3,0.0,0.0,50.0,0,2,1,0,3,0,0,0,0,1,5:42,342.0
5781,Kia,Vaughn,Kia Vaughn,0a47c7f6-f94c-4ddb-b8da-407a861ea796,5,50.0,0.5,0.0,0,1,0,1,0,0,0,0,0,1,15:00,900.0
5783,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,5,75.0,0.2,0.0,6,9,0,1,4,0,0,2,0,1,40:19:00,2419.0
5784,Emma,Meesseman,Emma Meesseman,7ae3b3fc-2bf3-4600-abd6-c5511f140246,19,0.0,0.667,33.3,2,13,5,2,2,0,0,3,0,1,39:18:00,2358.0
5785,Kahleah,Copper,Kahleah Copper,6434f048-1c61-4a79-a990-73f51f46245e,4,0.0,0.667,0.0,1,2,0,1,3,0,0,2,0,1,10:33,633.0
5786,Kayla,Alexander,Kayla Alexander,431ad0c1-f516-4bb7-b2f9-3be4533a3c5b,10,100.0,0.8,0.0,0,3,2,1,5,0,0,2,1,1,19:19,1159.0
5788,Astou,Ndour,Astou Ndour,3c7bca56-df7a-4a7f-9a2e-481c474e701d,5,100.0,0.0,50.0,0,3,0,0,1,0,0,0,1,1,11:21,681.0
5792,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,9,83.3,0.4,0.0,3,3,2,0,1,0,0,0,1,1,25:06:00,1506.0
5793,Moriah,Jefferson,Moriah Jefferson,564b47ed-ae1e-442b-b949-82164f36b079,6,50.0,0.2,100.0,2,0,0,1,2,0,0,2,1,1,18:01,1081.0
5794,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,10,80.0,0.33299999999999996,0.0,2,4,0,0,2,0,0,2,1,1,25:52:00,1552.0
5795,Haley,Peters,Haley Peters,948bbd7b-a34a-442d-9e47-c6dda46ea10a,16,100.0,0.6,50.0,0,1,0,1,0,0,0,1,1,1,18:52,1132.0
5796,Alex,Montgomery,Alex Montgomery,6bbfe6bb-63c6-4eb1-897b-f4e121b2e612,2,0.0,0.33299999999999996,0.0,2,2,1,0,1,0,0,0,1,1,12:18,738.0
5797,Jayne,Appel-Marinelli,Jayne Appel-Marinelli,96e50439-52bd-4952-9b63-42c59bf17aaa,0,0.0,0.0,0.0,3,4,0,2,3,0,0,1,1,1,20:41,1241.0
5798,Monique,Currie,Monique Currie,f280dbb0-5fea-46d4-ac39-45e6a2f08837,13,0.0,0.4,42.9,1,5,0,3,1,0,0,2,1,1,26:31:00,1591.0
5799,Sydney,Colson,Sydney Colson,3bca6f7c-3910-4f27-9372-db6ccbc64157,8,100.0,0.5,0.0,3,2,1,3,2,0,0,1,1,1,21:59,1319.0
5800,Erika,de Souza,Erika de Souza,e6f56dea-6650-415f-b70d-37a427c6fe83,10,100.0,0.75,0.0,3,9,3,1,3,0,0,1,0,0,28:20:00,1700.0
5801,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,2,0.0,0.25,0.0,0,2,1,0,2,0,0,3,0,0,12:56,776.0
5802,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,6,50.0,0.28600000000000003,0.0,0,7,4,0,1,0,0,1,0,0,28:17:00,1697.0
5803,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,27,100.0,0.5,40.0,1,9,0,0,6,0,0,2,0,0,30:32:00,1832.0
5804,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,4,0.0,0.667,0.0,0,4,0,1,3,0,0,1,0,0,11:40,700.0
5805,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,16,0.0,0.667,0.0,3,1,0,1,2,0,0,4,0,0,26:26:00,1586.0
5806,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,2,0.0,0.25,0.0,1,2,1,0,1,0,0,0,0,0,15:29,929.0
5807,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3:17,197.0
5810,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,9,50.0,0.444,0.0,11,3,0,1,3,0,0,3,0,0,36:37:00,2197.0
5811,Clarissa,dos Santos,Clarissa dos Santos,3381b955-8d3d-4aa3-acfe-8913b177b856,2,0.0,0.5,0.0,0,0,0,0,1,0,0,0,0,0,6:26,386.0
5812,Seimone,Augustus,Seimone Augustus,65437be0-ee65-4ef1-8629-9bb9ba019747,12,50.0,0.625,0.0,3,1,0,1,5,0,0,3,1,1,24:21:00,1461.0
5813,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,11,0.0,1.0,100.0,1,3,0,1,2,0,0,1,1,1,22:47,1367.0
5814,Lindsay,Whalen,Lindsay Whalen,3f53a238-b4df-4861-b260-73fc309d6e94,12,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,1,14:52,892.0
5815,Janel,McCarville,Janel McCarville,8b0b0092-3677-4f4b-9726-4f078c9f9c09,8,50.0,1.0,33.3,4,9,2,1,1,0,0,1,1,1,17:57,1077.0
5816,Keisha,Hampton,Keisha Hampton,a76f90f6-149d-4c8f-84d4-c5a65f480f81,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,5:08,308.0
5817,Bashaara,Graves,Bashaara Graves,e807483b-26f3-42da-abe2-2fd52542a8da,0,0.0,0.0,0.0,0,1,0,0,1,0,0,2,1,1,4:14,254.0
5818,Maya,Moore,Maya Moore,43f98360-7930-4fe5-b49a-1c9fd3b0c5c7,9,50.0,0.5710000000000001,0.0,8,2,0,1,2,0,0,2,1,1,24:43:00,1483.0
5819,Sylvia,Fowles,Sylvia Fowles,f607fa8c-8b49-493d-9dac-18654474e6ad,0,0.0,0.0,0.0,0,6,1,0,3,0,0,0,1,1,17:49,1069.0
5820,Jia,Perkins,Jia Perkins,3031d400-2c3c-414c-90be-779628f7f27b,9,83.3,0.667,0.0,0,1,0,1,1,0,0,0,1,1,25:50:00,1550.0
5821,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,6,100.0,0.5,14.3,4,2,0,2,1,0,0,4,1,1,25:08:00,1508.0
5822,Rebekkah,Brunson,Rebekkah Brunson,d14c93b3-2d44-4dd2-b41c-ad44519d87b1,7,100.0,0.6,0.0,1,5,3,2,1,0,0,0,1,1,17:11,1031.0
5823,Marissa,Coleman,Marissa Coleman,c76cc646-9334-4755-b9ab-b25f3ec30ee9,8,100.0,0.25,0.0,3,6,3,0,2,0,0,3,0,0,33:44:00,2024.0
5824,Erlana,Larkins,Erlana Larkins,ef6939eb-3ef0-4350-9ace-20b297093373,5,50.0,0.667,0.0,1,6,3,0,3,0,0,2,0,0,22:21,1341.0
5825,Tamika,Catchings,Tamika Catchings,d4b8c33b-7f52-4396-be56-f5e73d5e53a3,9,80.0,0.33299999999999996,33.3,0,3,0,0,2,0,0,1,0,0,20:59,1259.0
5826,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,16,87.5,0.6,33.3,4,3,0,4,2,0,0,3,0,0,28:31:00,1711.0
5828,Lynetta,Kizer,Lynetta Kizer,e80a4aea-d9a2-4974-ba79-c03b6165daa0,0,0.0,0.0,0.0,1,2,1,1,2,0,0,0,0,0,6:59,419.0
5829,Maggie,Lucas,Maggie Lucas,c1188c40-e368-42f7-b36a-b20e4d22bd28,12,100.0,0.8,25.0,1,3,0,1,3,0,0,3,0,0,21:02,1262.0
5830,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,4,0.0,1.0,0.0,0,2,0,0,0,0,0,0,0,0,10:40,640.0
5831,Brene,Moseley,Brene Moseley,a8bba98c-6080-4955-951a-eec7e5bdc503,0,0.0,0.0,0.0,0,2,0,0,1,0,0,2,0,0,8:56,536.0
5832,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,13,0.0,0.385,33.3,3,2,1,2,4,0,0,0,0,0,29:09:00,1749.0
5833,Devereaux,Peters,Devereaux Peters,b0dc3c9b-b302-4fc9-bf0f-53c4e801727f,4,0.0,0.33299999999999996,0.0,1,5,2,1,2,0,0,0,0,0,17:39,1059.0
5835,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,16,100.0,0.556,0.0,0,2,0,2,6,0,0,4,1,0,24:45:00,1485.0
5837,Plenette,Pierson,Plenette Pierson,e7af74dd-7ef4-435b-a3b9-97d23fb5cd91,16,87.5,0.33299999999999996,25.0,0,7,2,0,6,0,0,2,1,0,29:42:00,1782.0
5839,Erin,Phillips,Erin Phillips,3358e483-cecc-4719-a64e-189bcbaff3d0,6,100.0,1.0,0.0,2,2,2,1,3,0,0,2,1,0,18:31,1111.0
5840,Ruth,Hamblin,Ruth Hamblin,a41bdf68-b7bd-4588-9009-8c82010a6bf0,2,100.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,6:58,418.0
5841,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,12,70.0,0.1,33.3,5,3,3,1,4,0,0,6,1,0,32:12:00,1932.0
5842,Brianna,Kiesel,Brianna Kiesel,1600531a-a1e2-4499-8e6f-8e8ff0b33640,2,0.0,0.33299999999999996,0.0,3,0,0,0,2,0,0,1,1,0,8:37,517.0
5844,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,11,25.0,0.556,0.0,1,14,8,0,3,0,0,0,1,0,31:11:00,1871.0
5845,Jordan,Hooper,Jordan Hooper,fba8045d-57d6-4428-92c7-8ed6c19b0f0a,14,0.0,0.5,57.1,0,1,0,1,3,0,0,2,1,0,23:16,1396.0
5846,Karima,Christmas,Karima Christmas,22d685d3-a4ec-4a64-a092-d48e2ea3274c,14,71.4,0.5,33.3,1,6,2,0,6,0,0,2,1,0,24:49:00,1489.0
5847,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,4,0.0,0.667,0.0,0,0,0,0,0,0,0,1,0,1,12:28,748.0
5848,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,15,66.7,0.667,33.3,1,2,0,3,3,0,1,1,0,1,33:42:00,2022.0
5849,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,19,80.0,0.444,100.0,2,4,2,0,4,0,0,0,0,1,30:49:00,1849.0
5851,Carla,Cortijo,Carla Cortijo,d91b9678-cb2c-40a7-9608-f775c2589a5a,10,100.0,1.0,0.0,2,1,1,0,3,0,0,0,0,1,9:51,591.0
5853,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,26,63.2,0.583,0.0,4,9,2,2,4,0,0,2,0,1,34:34:00,2074.0
5854,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,4,100.0,0.5,0.0,0,2,2,0,2,0,0,2,0,1,5:24,324.0
5856,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,10,100.0,0.375,0.0,6,10,3,6,5,0,0,6,0,1,36:14:00,2174.0
5857,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,1,2:41,161.0
5858,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,13,75.0,1.0,0.0,0,5,2,0,4,0,0,0,0,1,24:25:00,1465.0
5859,Rachel,Hollivay,Rachel Hollivay,c3f494fd-b481-4a13-8cf1-13d9df694d41,1,50.0,0.0,0.0,0,0,0,1,2,0,0,0,0,1,9:51,591.0
5861,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,14,75.0,0.5710000000000001,33.3,5,3,1,0,3,0,0,3,1,1,32:11:00,1931.0
5862,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,26,100.0,0.545,50.0,5,4,2,3,1,0,0,3,1,1,36:15:00,2175.0
5863,Jenna,O'Hea,Jenna O'Hea,af1ff93f-9810-4237-94aa-bbbd19982351,0,0.0,0.0,0.0,1,1,0,0,0,0,0,3,1,1,10:18,618.0
5864,Abby,Bishop,Abby Bishop,153e268d-f95d-4437-ab1c-cfb59df9a4ea,4,0.0,1.0,0.0,0,0,0,0,2,0,0,0,1,1,5:06,306.0
5865,Crystal,Langhorne,Crystal Langhorne,8305dae8-d67f-48ce-8ba1-e892bd7c4339,18,25.0,1.0,100.0,1,8,4,2,3,0,0,2,1,1,28:40:00,1720.0
5866,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,11,75.0,1.0,50.0,2,5,3,1,3,0,0,4,1,1,31:09:00,1869.0
5867,Markeisha,Gatling,Markeisha Gatling,8a82ef81-891a-4e96-9446-b07020361f79,2,100.0,0.0,0.0,0,3,1,0,1,0,0,1,1,1,4:29,269.0
5869,Ramu,Tokashiki,Ramu Tokashiki,10b152cb-6474-45a8-93f2-af491805231f,7,100.0,0.5,0.0,0,0,0,0,1,0,0,1,1,1,6:36,396.0
5870,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,11,100.0,0.7140000000000001,0.0,1,5,1,0,3,0,0,1,1,1,35:09:00,2109.0
5871,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,1,10:07,607.0
5872,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,17,83.3,0.6,66.7,4,5,2,2,3,0,0,2,0,0,34:08:00,2048.0
5873,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,14,50.0,0.294,50.0,0,3,3,0,3,0,0,1,0,0,25:47:00,1547.0
5874,Kelly,Faris,Kelly Faris,cb9c30c7-a8d6-4377-bfb6-065425e07322,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,3:12,192.0
5877,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,4,100.0,1.0,0.0,1,1,1,2,3,0,0,2,0,0,20:51,1251.0
5878,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,6,0.0,0.6,0.0,3,1,0,0,3,0,0,0,0,0,21:49,1309.0
5879,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,10,50.0,1.0,0.0,0,2,1,0,2,0,0,0,0,0,10:07,607.0
5880,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,10,100.0,0.4,50.0,1,2,1,2,0,0,0,0,0,0,20:19,1219.0
5881,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,1,50.0,0.0,0.0,0,4,2,2,3,0,0,3,0,0,19:41,1181.0
5882,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,13,0.0,0.833,25.0,6,3,1,1,4,0,0,1,0,0,25:10:00,1510.0
5883,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,6,100.0,0.28600000000000003,0.0,0,0,0,0,4,0,0,4,0,0,18:56,1136.0
5886,Reshanda,Gray,Reshanda Gray,b658b1a7-4d9b-4189-b5a9-91ff2f1dad12,2,0.0,0.5,0.0,1,1,0,0,0,0,0,0,1,1,6:40,400.0
5887,Bria,Holmes,Bria Holmes,57d6cf6c-09ee-4afa-b379-20277cce34d7,4,0.0,1.0,0.0,1,2,0,0,0,0,0,0,1,1,9:30,570.0
5888,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,17,85.7,0.5710000000000001,50.0,2,5,1,2,2,0,1,2,1,1,30:45:00,1845.0
5889,Carla,Cortijo,Carla Cortijo,d91b9678-cb2c-40a7-9608-f775c2589a5a,2,0.0,0.2,0.0,2,2,0,0,1,0,0,0,1,1,9:15,555.0
5890,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,8,50.0,0.429,0.0,1,7,2,1,4,0,0,2,1,1,32:58:00,1978.0
5891,Rachel,Hollivay,Rachel Hollivay,c3f494fd-b481-4a13-8cf1-13d9df694d41,3,50.0,0.5,0.0,0,4,1,0,0,0,0,0,1,1,5:46,346.0
5892,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,13,71.4,0.8,0.0,6,4,2,1,4,0,0,0,1,1,26:56:00,1616.0
5893,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,12,75.0,0.3,50.0,2,6,2,2,4,0,0,1,1,1,34:36:00,2076.0
5894,Matee,Ajavon,Matee Ajavon,f2993f12-20e9-4b80-9019-da9c8660c9ee,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,1,5:23,323.0
5895,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,22,100.0,0.41200000000000003,100.0,1,6,2,1,1,0,0,5,1,1,34:24:00,2064.0
5896,Meighan,Simmons,Meighan Simmons,a581b191-6da3-4b65-b253-ef90b93a9222,2,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,1,3:47,227.0
5898,Devereaux,Peters,Devereaux Peters,b0dc3c9b-b302-4fc9-bf0f-53c4e801727f,2,0.0,0.5,0.0,1,4,1,0,4,0,0,0,0,0,13:43,823.0
5900,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,14,83.3,0.33299999999999996,16.7,1,4,1,2,5,0,0,2,0,0,33:05:00,1985.0
5901,Brene,Moseley,Brene Moseley,a8bba98c-6080-4955-951a-eec7e5bdc503,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,7:04,424.0
5902,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,7,100.0,0.5,0.0,0,8,2,0,3,0,0,0,0,0,10:19,619.0
5903,Tamika,Catchings,Tamika Catchings,d4b8c33b-7f52-4396-be56-f5e73d5e53a3,16,66.7,0.444,50.0,4,7,2,0,2,0,0,1,0,0,30:35:00,1835.0
5904,Lynetta,Kizer,Lynetta Kizer,e80a4aea-d9a2-4974-ba79-c03b6165daa0,6,0.0,0.6,0.0,1,2,0,0,1,0,0,0,0,0,10:17,617.0
5906,Marissa,Coleman,Marissa Coleman,c76cc646-9334-4755-b9ab-b25f3ec30ee9,7,0.0,0.4,14.3,3,2,1,0,3,0,0,3,0,0,33:07:00,1987.0
5907,Erlana,Larkins,Erlana Larkins,ef6939eb-3ef0-4350-9ace-20b297093373,6,100.0,0.667,0.0,4,8,0,2,3,0,0,3,0,0,26:23:00,1583.0
5908,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,18,100.0,0.5379999999999999,50.0,7,3,1,0,3,0,0,5,0,0,35:27:00,2127.0
5909,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,4,100.0,0.0,0.0,0,1,0,3,2,0,0,2,1,0,15:54,954.0
5910,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,23,100.0,0.429,37.5,3,4,0,3,3,0,0,3,1,0,32:26:00,1946.0
5911,Erin,Phillips,Erin Phillips,3358e483-cecc-4719-a64e-189bcbaff3d0,13,100.0,0.25,50.0,1,2,1,0,1,0,0,0,1,0,21:06,1266.0
5914,Karima,Christmas,Karima Christmas,22d685d3-a4ec-4a64-a092-d48e2ea3274c,14,100.0,0.25,66.7,6,7,4,1,4,0,0,3,1,0,33:41:00,2021.0
5915,Plenette,Pierson,Plenette Pierson,e7af74dd-7ef4-435b-a3b9-97d23fb5cd91,10,100.0,0.28600000000000003,33.3,3,6,3,0,3,0,0,2,1,0,31:33:00,1893.0
5916,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,9,60.0,0.33299999999999996,0.0,4,9,4,1,2,0,0,0,1,0,34:29:00,2069.0
5917,Ruth,Hamblin,Ruth Hamblin,a41bdf68-b7bd-4588-9009-8c82010a6bf0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,5:27,327.0
5918,Brianna,Kiesel,Brianna Kiesel,1600531a-a1e2-4499-8e6f-8e8ff0b33640,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,5:14,314.0
5920,Jordan,Hooper,Jordan Hooper,fba8045d-57d6-4428-92c7-8ed6c19b0f0a,14,50.0,0.4,50.0,1,2,1,0,0,0,0,1,1,0,20:10,1210.0
5922,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,10,0.0,0.625,0.0,4,2,0,2,3,0,0,1,0,1,21:27,1287.0
5923,Courtney,Vandersloot,Courtney Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,2,0.0,1.0,0.0,1,1,0,0,1,0,0,1,0,1,5:52,352.0
5924,Erika,de Souza,Erika de Souza,e6f56dea-6650-415f-b70d-37a427c6fe83,6,0.0,0.375,0.0,1,5,2,0,1,0,0,1,0,1,15:38,938.0
5925,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,14,100.0,0.5,50.0,3,6,2,2,3,0,0,1,0,1,32:53:00,1973.0
5926,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,0,0.0,0.0,0.0,1,1,0,0,2,0,0,0,0,1,3:42,222.0
5927,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,18,100.0,0.5710000000000001,0.0,5,2,0,0,3,0,0,1,0,1,32:38:00,1958.0
5928,Imani,Boyette,Imani Boyette,9d31d9cc-f287-4d91-a739-f76ccc88a55a,10,0.0,1.0,0.0,2,8,0,1,4,0,0,2,0,1,24:22:00,1462.0
5929,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,13,100.0,0.5,100.0,1,2,0,0,1,0,0,0,0,1,8:48,528.0
5931,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,6,0.0,0.429,0.0,1,6,3,0,2,0,0,0,0,1,21:58,1318.0
5932,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,13,50.0,0.75,0.0,9,3,1,2,4,0,0,6,0,1,32:42:00,1962.0
5933,Isabelle,Harrison,Isabelle Harrison,184cc47d-af49-47fb-bcec-c0df1de4813f,4,0.0,1.0,0.0,0,2,1,1,1,0,0,0,1,1,8:04,484.0
5934,Nirra,Fields,Nirra Fields,56384e46-2102-4fb8-8e85-e4710463b7dc,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0:56,56.0
5935,Courtney,Williams,Courtney Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0:56,56.0
5936,Sonja,Petrovic,Sonja Petrovic,0423a37f-5470-4bc8-965e-3284c7b9e2c1,2,100.0,0.0,0.0,0,1,0,0,2,0,0,1,1,1,8:08,488.0
5937,Penny,Taylor,Penny Taylor,9b056117-b261-4bf6-abab-d66816b55907,7,0.0,0.4,25.0,4,3,0,2,6,0,0,2,1,1,27:12:00,1632.0
