,game_id,home_team_id,away_team_id,home_team_name,away_team_name,date,home_points,away_points,Season
120,fab24d90-a57f-4146-b317-d119a3a296cd,08ed8274-e29f-4248-bc2e-83cc8ed18d75,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,New York Liberty,Los Angeles Sparks,2020-09-08T23:00:00Z,70,96,2020
121,cec10c18-a59d-496a-8fe4-2e6a17f40fe9,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,6f017f37-be96-4bdc-b6d3-0a0429c72e89,Washington Mystics,Minnesota Lynx,2020-09-09T00:00:00Z,89,86,2020
122,24c10736-fc72-41a5-9163-a69a5f309bff,171b097d-01db-4ae8-9d56-035689402ec6,f073a15f-0486-4179-b0a3-dfd0294eb595,Las Vegas Aces,Indiana Fever,2020-09-09T02:00:00Z,92,86,2020
123,345c209d-90dc-489a-9e43-35abf9a44756,a015b02d-845c-40c1-8ef4-844984f47e4d,0699edf3-5993-4182-b9b4-ec935cbd4fcc,Connecticut Sun,Phoenix Mercury,2020-09-09T23:00:00Z,95,100,2020
124,127dd9b4-8ca2-4bf5-b690-2ec43136ebd5,3c409388-ab73-4c7f-953d-3a71062240f6,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,Chicago Sky,Atlanta Dream,2020-09-10T00:00:00Z,89,97,2020
125,7f7f461d-078a-4209-8a85-1e1f116da876,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,5f0b5caf-708b-4300-92f2-53b51d83ec06,Seattle Storm,Dallas Wings,2020-09-10T02:00:00Z,107,95,2020
126,d537a1ea-d54f-44e4-8ad3-5c53b6e4d11e,f073a15f-0486-4179-b0a3-dfd0294eb595,08ed8274-e29f-4248-bc2e-83cc8ed18d75,Indiana Fever,New York Liberty,2020-09-10T23:00:00Z,85,75,2020
127,f4c069c6-0943-433d-98ce-ac2d1a25c003,6f017f37-be96-4bdc-b6d3-0a0429c72e89,171b097d-01db-4ae8-9d56-035689402ec6,Minnesota Lynx,Las Vegas Aces,2020-09-11T00:00:00Z,89,104,2020
128,056130e9-4825-4d27-9415-cb6aa596cc89,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Los Angeles Sparks,Washington Mystics,2020-09-11T02:00:00Z,72,80,2020
129,5fb09f6f-6186-41d2-8dd1-5e36bcd7cf0b,a015b02d-845c-40c1-8ef4-844984f47e4d,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,Connecticut Sun,Atlanta Dream,2020-09-11T23:00:00Z,75,82,2020
130,19c0fb8f-f404-474d-8ad9-7af7335bf5e5,5f0b5caf-708b-4300-92f2-53b51d83ec06,3c409388-ab73-4c7f-953d-3a71062240f6,Dallas Wings,Chicago Sky,2020-09-12T00:00:00Z,88,95,2020
131,1da135eb-b483-4019-8271-39360259629d,0699edf3-5993-4182-b9b4-ec935cbd4fcc,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,Phoenix Mercury,Seattle Storm,2020-09-12T02:00:00Z,60,83,2020
132,b835eb9c-19d6-446b-9b08-939316a547aa,08ed8274-e29f-4248-bc2e-83cc8ed18d75,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,New York Liberty,Washington Mystics,2020-09-12T16:00:00Z,58,75,2020
133,a6843461-3559-4315-8c9a-32442134dbe6,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,171b097d-01db-4ae8-9d56-035689402ec6,Los Angeles Sparks,Las Vegas Aces,2020-09-12T19:00:00Z,70,84,2020
134,3231b16f-af72-4caf-9c7c-e5798df0c7cf,f073a15f-0486-4179-b0a3-dfd0294eb595,6f017f37-be96-4bdc-b6d3-0a0429c72e89,Indiana Fever,Minnesota Lynx,2020-09-12T22:00:00Z,86,98,2020
135,f8a83d8b-9a18-40b1-a3b1-847420d9b498,08ed8274-e29f-4248-bc2e-83cc8ed18d75,5f0b5caf-708b-4300-92f2-53b51d83ec06,New York Liberty,Dallas Wings,2020-09-13T16:00:00Z,79,82,2020
136,edea3b93-949e-4544-b14a-0f9a7dab6c11,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,171b097d-01db-4ae8-9d56-035689402ec6,Seattle Storm,Las Vegas Aces,2020-09-13T19:00:00Z,84,86,2020
137,866092cf-d262-4040-89a7-eb5996f1f4fa,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,Atlanta Dream,Washington Mystics,2020-09-13T21:00:00Z,78,85,2020
