,Rk,Player,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Player_Name,Twitter_handle
220,221,Gary Harris_harriga01,DEN,14,12,27.1,2.4,6.4,0.37799999999999995,1.4,3.7,0.365,1.2,1.6,0.773,0.5,1.5,2.0,1.7,1.1,0.3,1.5,3.2,7.4,4.3,Gary Harris,harriga01
221,222,Kevin Hervey_herveke01,OKC,3,0,10.9,2.0,5.3,0.375,1.0,4.0,0.25,0.0,0.0,,0.3,3.0,3.3,1.3,0.3,0.3,0.0,1.0,5.0,4.3,Kevin Hervey,herveke01
222,223,Mason Plumlee_plumlma01,DEN,27,0,13.5,1.6,2.9,0.544,0.0,0.1,0.0,0.6,1.1,0.586,1.5,2.1,3.6,2.0,0.3,0.5,0.8,2.1,3.8,4.3,Mason Plumlee,plumlma01
223,224,Andre Iguodala_iguodan01,MIA,28,0,20.3,1.5,3.6,0.42200000000000004,0.7,2.2,0.306,0.3,0.5,0.643,0.6,2.2,2.8,1.9,0.8,0.6,0.8,1.8,4.1,4.2,Andre Iguodala,iguodan01
224,225,Wesley Matthews_matthwe02,MIL,15,15,23.5,2.1,5.2,0.41,1.6,4.2,0.381,0.7,1.0,0.733,0.5,1.1,1.6,0.7,0.7,0.3,0.6,2.1,6.6,4.2,Wesley Matthews,matthwe02
225,226,Matisse Thybulle_thybuma01,PHI,12,2,21.1,1.6,3.2,0.5,0.6,1.6,0.368,0.0,0.0,,0.8,1.5,2.3,0.9,1.4,0.7,0.7,2.3,3.8,4.2,Matisse Thybulle,thybuma01
226,227,Kyle Korver_korveky01,MIL,18,1,13.7,1.9,4.5,0.43200000000000005,1.6,3.7,0.418,0.8,0.8,1.0,0.1,1.3,1.4,0.4,0.4,0.1,0.6,1.1,6.2,4.1,Kyle Korver,korveky01
227,228,Alex Len_lenal01,SAC,6,3,12.6,1.5,2.8,0.529,0.3,0.5,0.667,1.7,2.3,0.7140000000000001,0.8,3.7,4.5,0.5,0.2,0.3,0.8,2.2,5.0,4.1,Alex Len,lenal01
228,229,Paul Watson_watsopa01,TOR,7,0,10.0,1.6,2.9,0.55,0.6,1.1,0.5,0.9,1.0,0.857,0.3,1.6,1.9,0.6,0.6,0.0,0.4,0.6,4.6,4.1,Paul Watson,watsopa01
229,230,Dewan Hernandez_hernade01,TOR,2,0,8.5,2.0,4.5,0.444,0.5,0.5,1.0,0.5,1.5,0.33299999999999996,1.5,2.0,3.5,1.5,0.0,0.0,1.0,0.0,5.0,4.0,Dewan Hernandez,hernade01
230,231,B.J. Johnson_johnsbj01,ORL,3,0,13.3,1.7,5.3,0.313,1.0,1.3,0.75,2.3,2.7,0.875,0.7,3.0,3.7,0.3,0.3,0.0,1.0,1.0,6.7,4.0,B.J. Johnson,johnsbj01
231,232,Terence Davis_daviste02,TOR,14,2,14.7,2.3,5.3,0.43200000000000005,1.0,2.8,0.359,0.9,1.0,0.929,0.4,1.9,2.4,1.1,0.6,0.1,1.2,2.2,6.5,3.9,Terence Davis,daviste02
232,233,Mario Hezonja_hezonma01,POR,11,0,15.7,1.8,4.6,0.392,0.5,1.9,0.23800000000000002,0.8,1.1,0.75,0.5,2.9,3.5,1.3,1.0,0.0,0.7,2.1,4.9,3.9,Mario Hezonja,hezonma01
233,234,Rondae Hollis-Jefferson_holliro01,TOR,13,1,12.5,1.5,3.4,0.455,0.1,0.5,0.14300000000000002,1.2,1.7,0.727,1.0,2.0,3.0,1.5,0.3,0.2,0.8,1.2,4.4,3.9,Rondae Hollis-Jefferson,holliro01
234,235,Markieff Morris_morrima02,LAL,27,3,17.3,2.1,4.9,0.44299999999999995,1.3,3.2,0.414,0.3,0.4,0.727,0.7,2.4,3.1,0.9,0.3,0.2,0.7,2.5,5.9,3.9,Markieff Morris,morrima02
235,236,DeMarre Carroll_carrode01,HOU,5,0,13.0,1.0,2.8,0.35700000000000004,0.2,1.2,0.16699999999999998,1.0,1.2,0.833,0.2,2.0,2.2,1.6,0.8,0.2,0.2,1.0,3.2,3.8,DeMarre Carroll,carrode01
236,237,Anthony Tolliver_tollian01,MEM,8,4,17.5,1.4,3.4,0.40700000000000003,1.3,3.0,0.41700000000000004,0.4,0.5,0.75,0.5,2.1,2.6,1.1,0.5,0.0,0.5,1.3,4.4,3.8,Anthony Tolliver,tollian01
237,238,Rayjon Tucker_tuckera01,UTA,8,0,11.8,1.8,3.6,0.483,0.5,1.8,0.28600000000000003,2.0,2.3,0.889,0.1,0.8,0.9,0.4,0.0,0.1,0.8,0.5,6.0,3.8,Rayjon Tucker,tuckera01
238,239,Sterling Brown_brownst02,MIL,8,0,13.1,1.9,4.9,0.385,1.0,2.9,0.348,0.6,0.6,1.0,0.4,2.0,2.4,0.6,0.9,0.0,0.8,1.1,5.4,3.7,Sterling Brown,brownst02
239,240,Mike Muscala_muscami01,OKC,8,2,12.4,1.8,4.0,0.43799999999999994,1.5,3.0,0.5,0.0,0.0,,0.4,1.9,2.3,0.9,0.1,0.1,0.4,1.1,5.0,3.7,Mike Muscala,muscami01
240,241,Matt Thomas_thomama02,TOR,18,1,11.3,1.8,3.3,0.5329999999999999,0.9,2.0,0.47200000000000003,0.1,0.1,1.0,0.2,1.3,1.5,0.7,0.2,0.1,0.3,0.7,4.6,3.7,Matt Thomas,thomama02
241,242,Jarrod Uthoff_uthofja01,WAS,3,0,13.1,2.0,3.7,0.545,1.0,1.7,0.6,0.0,0.0,,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.3,5.0,3.7,Jarrod Uthoff,uthofja01
242,243,Justin Wright-Foreman_wrighju02,UTA,3,0,14.5,2.3,6.7,0.35,0.7,3.3,0.2,1.0,1.3,0.75,0.0,1.7,1.7,2.3,0.7,0.0,1.0,1.7,6.3,3.6,Justin Wright-Foreman,wrighju02
243,244,Thanasis Antetokounmpo_antetth01,MIL,2,0,17.9,2.5,6.0,0.41700000000000004,0.0,1.5,0.0,0.0,1.0,0.0,0.5,2.0,2.5,3.0,0.5,0.0,0.5,2.5,5.0,3.5,Thanasis Antetokounmpo,antetth01
244,245,Chris Clemons_clemoch01,HOU,6,0,7.9,1.3,3.5,0.381,1.0,3.0,0.33299999999999996,0.8,1.0,0.833,0.2,1.3,1.5,0.8,0.5,0.2,0.3,1.0,4.5,3.5,Chris Clemons,clemoch01
245,246,JaVale McGee_mcgeeja01,LAL,21,18,11.5,1.6,2.6,0.618,0.0,0.1,0.0,0.2,0.4,0.556,1.4,2.4,3.8,0.5,0.3,0.6,0.8,1.7,3.5,3.5,JaVale McGee,mcgeeja01
246,247,Emmanuel Mudiay_mudiaem01,UTA,9,1,14.6,2.2,5.8,0.385,0.6,1.6,0.35700000000000004,1.3,1.8,0.75,0.2,1.7,1.9,1.2,0.6,0.1,1.3,0.9,6.3,3.5,Emmanuel Mudiay,mudiaem01
247,248,Abdel Nader_naderab01,OKC,10,1,13.6,2.4,5.0,0.48,1.0,2.8,0.35700000000000004,0.4,0.6,0.667,0.1,1.2,1.3,0.3,0.4,0.2,0.7,1.4,6.2,3.5,Abdel Nader,naderab01
248,249,Kendrick Nunn_nunnke01,MIA,20,5,17.8,2.8,7.8,0.359,0.9,3.6,0.25,0.8,0.8,1.0,0.3,2.0,2.2,1.5,0.4,0.4,1.3,1.6,7.3,3.5,Kendrick Nunn,nunnke01
249,250,Carsen Edwards_edwarca01,BOS,3,0,12.7,1.7,5.0,0.33299999999999996,1.0,2.7,0.375,0.7,2.0,0.33299999999999996,0.0,1.7,1.7,0.7,0.7,0.3,0.0,0.3,5.0,3.4,Carsen Edwards,edwarca01
250,251,Vic Law_lawvi01,ORL,4,0,14.0,1.8,4.0,0.43799999999999994,0.5,1.8,0.28600000000000003,0.5,1.0,0.5,0.5,2.5,3.0,1.0,0.5,0.0,0.5,1.5,4.5,3.4,Vic Law,lawvi01
251,252,Tacko Fall_fallta01,BOS,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,0.3,0.7,0.5,0.3,1.3,1.7,0.3,0.3,0.7,0.0,0.7,2.3,3.3,Tacko Fall,fallta01
252,253,Jaylen Hoard_hoardja01,POR,3,0,13.8,2.3,4.0,0.583,0.0,0.0,,0.0,0.0,,1.7,1.3,3.0,0.3,0.0,0.0,0.7,1.7,4.7,3.3,Jaylen Hoard,hoardja01
253,254,Ersan İlyasova_ilyaser01,MIL,10,0,11.4,1.2,3.2,0.375,0.5,1.8,0.278,1.2,1.4,0.857,0.2,2.8,3.0,0.2,0.3,0.3,0.2,1.1,4.1,3.3,Ersan İlyasova,ilyaser01
254,255,De'Anthony Melton_meltode01,MEM,8,0,19.5,1.6,6.0,0.271,0.4,2.9,0.13,0.8,1.9,0.4,0.8,2.6,3.4,2.3,1.5,0.3,0.8,2.1,4.4,3.3,De'Anthony Melton,meltode01
255,256,Johnathan Williams_willijo04,WAS,4,1,11.3,0.8,2.3,0.33299999999999996,0.0,0.0,,1.0,2.0,0.5,2.3,3.0,5.3,0.5,0.0,0.5,0.3,1.3,2.5,3.3,Johnathan Williams,willijo04
256,257,Goga Bitadze_bitadgo01,IND,5,0,12.3,1.8,4.2,0.429,0.4,1.2,0.33299999999999996,0.0,0.0,,0.6,1.4,2.0,0.4,0.8,1.0,0.6,1.6,4.0,3.2,Goga Bitadze,bitadgo01
257,258,Wenyen Gabriel_gabriwe01,POR,6,2,12.9,1.7,2.8,0.588,0.3,0.8,0.4,0.3,0.7,0.5,1.7,1.0,2.7,0.7,0.5,0.5,0.8,3.3,4.0,3.2,Wenyen Gabriel,gabriwe01
258,259,Meyers Leonard_leoname01,MIA,5,2,15.5,1.6,3.8,0.42100000000000004,0.8,2.6,0.308,0.6,0.8,0.75,0.6,2.0,2.6,1.0,0.4,0.0,0.8,1.6,4.6,3.2,Meyers Leonard,leoname01
259,260,Nicolò Melli_mellini01,NOP,8,2,19.1,1.6,5.6,0.289,0.5,3.3,0.154,1.3,1.6,0.769,0.1,2.8,2.9,1.9,0.5,0.5,0.5,2.4,5.0,3.2,Nicolò Melli,mellini01
260,261,Nerlens Noel_noelne01,OKC,13,1,16.2,1.4,2.5,0.563,0.0,0.1,0.0,0.8,1.4,0.556,1.1,3.4,4.5,0.5,0.4,1.1,1.1,2.9,3.5,3.2,Nerlens Noel,noelne01
261,262,Nigel Williams-Goss_willini01,UTA,2,0,12.3,2.0,4.5,0.444,1.0,2.5,0.4,0.0,0.0,,0.0,0.5,0.5,1.0,1.0,0.0,0.5,2.0,5.0,3.2,Nigel Williams-Goss,willini01
262,263,D.J. Wilson_wilsodj01,MIL,6,1,13.8,2.0,5.2,0.387,0.7,3.0,0.222,0.8,1.5,0.556,0.3,3.7,4.0,0.5,0.2,0.0,0.7,1.2,5.5,3.1,D.J. Wilson,wilsodj01
263,264,Kostas Antetokounmpo_antetko01,LAL,2,0,7.5,1.5,1.5,1.0,0.0,0.0,,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,3.5,3.0,Kostas Antetokounmpo,antetko01
264,265,Solomon Hill_hillso01,MIA,12,0,11.5,1.3,3.3,0.385,0.5,1.8,0.28600000000000003,0.8,1.0,0.833,0.3,1.3,1.5,0.8,0.7,0.0,0.3,1.0,3.8,3.0,Solomon Hill,hillso01
265,266,Derrick Jones_jonesde02,MIA,23,1,9.7,1.1,1.9,0.605,0.3,0.7,0.467,0.4,0.7,0.6,0.7,0.7,1.4,0.5,0.4,0.3,0.2,1.2,3.0,3.0,Derrick Jones,jonesde02
266,267,Vincent Poirier_poirivi01,BOS,2,0,9.1,0.5,1.5,0.33299999999999996,0.0,0.0,,0.0,0.0,,1.5,3.0,4.5,1.0,0.5,1.5,1.0,1.0,1.0,3.0,Vincent Poirier,poirivi01
267,268,Landry Shamet_shamela01,LAC,19,7,21.1,1.9,5.2,0.364,1.1,3.7,0.3,0.7,1.1,0.65,0.0,1.7,1.7,1.5,0.4,0.2,1.0,1.6,5.6,3.0,Landry Shamet,shamela01
268,269,Edmond Sumner_sumneed01,IND,9,1,15.8,1.8,4.2,0.42100000000000004,0.4,2.0,0.222,0.9,1.8,0.5,0.2,1.4,1.7,1.8,0.0,0.1,0.6,1.6,4.9,3.0,Edmond Sumner,sumneed01
269,270,Jarrell Brantley_brantja01,UTA,6,0,15.9,1.7,5.5,0.303,0.5,2.7,0.188,0.3,0.7,0.5,0.8,2.3,3.2,2.0,0.5,0.7,1.0,1.5,4.2,2.9,Jarrell Brantley,brantja01
270,271,Rodney McGruder_mcgruro01,LAC,11,1,12.5,1.3,2.7,0.467,0.4,1.2,0.308,0.4,0.5,0.667,0.4,2.1,2.5,0.7,0.3,0.0,0.3,0.6,3.3,2.9,Rodney McGruder,mcgruro01
271,272,Moritz Wagner_wagnemo01,WAS,8,0,16.0,1.8,4.8,0.368,0.3,1.6,0.154,1.4,1.6,0.846,0.6,2.8,3.4,0.9,0.8,0.3,1.4,2.3,5.1,2.9,Moritz Wagner,wagnemo01
272,273,Yuta Watanabe_watanyu01,MEM,2,0,3.1,1.5,2.5,0.6,0.0,0.0,,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.0,3.0,2.9,Yuta Watanabe,watanyu01
273,274,Justin Anderson_anderju01,BRK,10,1,11.9,1.4,4.4,0.318,1.1,3.7,0.297,0.5,0.6,0.833,0.1,2.6,2.7,1.1,0.0,0.6,0.6,1.3,4.4,2.8,Justin Anderson,anderju01
274,275,Bruno Caboclo_cabocbr01,HOU,5,0,6.2,1.4,2.8,0.5,0.4,1.2,0.33299999999999996,0.8,0.8,1.0,0.2,1.8,2.0,0.0,0.8,0.2,0.8,1.6,4.0,2.8,Bruno Caboclo,cabocbr01
275,276,Amir Coffey_coffeam01,LAC,8,1,8.5,1.3,3.0,0.41700000000000004,0.6,1.6,0.385,0.9,1.3,0.7,0.0,0.3,0.3,1.1,0.6,0.1,0.6,1.0,4.0,2.8,Amir Coffey,coffeam01
276,277,Malcolm Miller_millema01,TOR,4,0,10.6,1.3,2.0,0.625,0.8,1.0,0.75,0.5,0.5,1.0,0.3,0.3,0.5,0.8,0.3,0.0,0.3,2.0,3.8,2.8,Malcolm Miller,millema01
277,278,Quinn Cook_cookqu01,LAL,12,1,10.3,1.7,4.3,0.392,0.7,1.9,0.348,0.5,0.5,1.0,0.3,0.7,1.0,1.2,0.1,0.1,0.8,0.4,4.5,2.7,Quinn Cook,cookqu01
278,279,Anfernee Simons_simonan01,POR,9,0,14.6,1.2,4.1,0.297,0.8,2.3,0.33299999999999996,0.6,0.7,0.833,0.1,1.7,1.8,1.3,0.7,0.0,0.4,1.2,3.8,2.6,Anfernee Simons,simonan01
279,280,Josh Jackson_jacksjo02,MEM,4,0,6.1,0.5,1.0,0.5,0.0,0.0,,1.5,1.5,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.8,0.3,2.5,2.5,Josh Jackson,jacksjo02
280,281,Keita Bates-Diop_bateske01,DEN,10,0,10.3,1.2,3.1,0.387,0.3,0.9,0.33299999999999996,0.6,0.8,0.75,0.7,1.4,2.1,0.1,0.2,0.3,0.3,0.5,3.3,2.4,Keita Bates-Diop,bateske01
281,282,Jerian Grant_grantje02,WAS,6,0,13.4,1.7,4.5,0.37,0.3,1.3,0.25,0.8,1.2,0.7140000000000001,0.3,0.7,1.0,1.5,0.2,0.2,0.5,1.8,4.5,2.4,Jerian Grant,grantje02
282,283,Terance Mann_mannte01,LAC,19,0,6.2,0.9,1.6,0.5670000000000001,0.2,0.5,0.4,0.5,0.8,0.6,0.3,1.2,1.5,0.8,0.2,0.0,0.3,0.7,2.5,2.4,Terance Mann,mannte01
283,284,Troy Daniels_danietr01,DEN,11,0,9.6,1.5,3.5,0.41,0.8,2.3,0.36,0.1,0.2,0.5,0.1,0.7,0.8,0.5,0.3,0.0,0.3,0.8,3.8,2.2,Troy Daniels,danietr01
284,285,Frank Kaminsky_kaminfr01,PHO,7,0,8.5,1.6,4.0,0.39299999999999996,0.3,1.7,0.16699999999999998,0.3,0.3,1.0,0.7,1.9,2.6,0.6,0.1,0.0,0.6,0.9,3.7,2.2,Frank Kaminsky,kaminfr01
285,286,Cheick Diallo_diallch01,PHO,3,0,3.8,1.0,1.7,0.6,0.0,0.3,0.0,0.7,0.7,1.0,0.7,0.7,1.3,0.0,0.3,0.0,0.7,0.3,2.7,2.1,Cheick Diallo,diallch01
286,287,Norvel Pelle_pelleno01,PHI,5,0,12.0,1.4,2.6,0.5379999999999999,0.0,0.2,0.0,0.2,0.4,0.5,0.8,1.6,2.4,0.2,0.6,1.4,1.0,3.2,3.0,2.1,Norvel Pelle,pelleno01
287,288,T.J. Leaf_leaftj01,IND,3,0,9.6,2.0,5.7,0.353,0.0,1.3,0.0,0.0,1.3,0.0,0.7,1.7,2.3,1.0,0.7,0.3,0.3,1.3,4.0,2.0,T.J. Leaf,leaftj01
288,289,Juwan Morgan_morgaju01,UTA,12,2,12.3,0.8,1.8,0.429,0.3,1.1,0.308,0.4,0.8,0.5,0.9,1.7,2.6,0.8,0.3,0.1,0.3,1.9,2.3,2.0,Juwan Morgan,morgaju01
289,290,Josh Reaves_reavejo02,DAL,4,0,9.0,1.0,2.8,0.364,0.0,0.8,0.0,1.0,1.0,1.0,0.3,1.0,1.3,1.0,0.0,0.3,0.3,1.5,3.0,2.0,Josh Reaves,reavejo02
290,291,Grant Williams_willigr01,BOS,24,0,10.1,0.9,1.9,0.489,0.5,1.2,0.46399999999999997,0.4,0.5,0.6920000000000001,0.3,1.3,1.6,0.5,0.2,0.3,0.3,2.0,2.8,2.0,Grant Williams,willigr01
291,292,Joakim Noah_noahjo01,LAC,7,0,7.4,0.6,1.1,0.5,0.0,0.0,,0.9,1.1,0.75,0.7,1.6,2.3,1.0,0.1,0.1,0.9,1.3,2.0,1.9,Joakim Noah,noahjo01
292,293,Anžejs Pasečņiks_pasecan01,WAS,3,0,10.7,1.7,3.3,0.5,0.0,0.3,0.0,0.7,1.3,0.5,1.0,1.7,2.7,0.3,0.3,0.0,0.7,3.3,4.0,1.8,Anžejs Pasečņiks,pasecan01
293,294,Tyler Cook_cookty01,DEN,3,0,7.8,0.3,0.7,0.5,0.0,0.0,,0.7,0.7,1.0,0.7,1.3,2.0,0.0,0.7,0.0,0.7,0.3,1.3,1.7,Tyler Cook,cookty01
294,295,Justin Jackson_jacksju01,DAL,10,1,13.1,1.2,3.6,0.33299999999999996,0.3,1.5,0.2,0.8,1.0,0.8,0.0,1.5,1.5,0.3,0.3,0.0,0.2,1.2,3.5,1.7,Justin Jackson,jacksju01
295,296,Semi Ojeleye_ojelese01,BOS,21,1,11.5,1.0,3.1,0.33799999999999997,0.8,2.5,0.327,0.2,0.3,0.833,0.2,1.4,1.6,0.3,0.3,0.0,0.4,1.2,3.1,1.6,Semi Ojeleye,ojelese01
296,297,Jaylen Adams_adamsja01,POR,3,0,6.9,1.0,3.0,0.33299999999999996,0.0,1.3,0.0,0.0,0.0,,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0,1.4,Jaylen Adams,adamsja01
297,298,Andre Roberson_roberan03,OKC,8,0,11.3,1.0,3.8,0.267,0.4,1.9,0.2,0.1,0.3,0.5,0.9,2.5,3.4,0.5,0.1,0.4,0.3,1.8,2.5,1.4,Andre Roberson,roberan03
298,299,Kenrich Williams_willike04,NOP,4,0,13.2,0.5,1.0,0.5,0.0,0.3,0.0,0.0,0.5,0.0,0.5,1.5,2.0,1.0,0.5,0.0,0.3,1.8,1.0,1.4,Kenrich Williams,willike04
299,300,Brian Bowen_bowenbr02,IND,1,0,2.3,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3,Brian Bowen,bowenbr02
300,301,Michael Kidd-Gilchrist_kiddgmi01,DAL,10,0,10.5,0.7,2.0,0.35,0.2,0.9,0.222,0.6,0.9,0.667,0.4,1.4,1.8,0.4,0.1,0.2,0.4,1.3,2.2,1.3,Michael Kidd-Gilchrist,kiddgmi01
301,302,Robin Lopez_lopezro01,MIL,9,1,13.0,1.4,3.3,0.433,0.2,1.0,0.222,0.6,1.1,0.5,0.4,1.7,2.1,0.4,0.0,0.4,1.0,2.0,3.7,1.3,Robin Lopez,lopezro01
302,303,Luc Mbah a Moute_mbahalu01,HOU,3,0,8.2,0.7,1.7,0.4,0.0,0.7,0.0,0.3,0.7,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.7,1.3,Luc Mbah a Moute,mbahalu01
303,304,Admiral Schofield_schofad01,WAS,6,0,12.6,0.8,2.8,0.294,0.8,2.3,0.35700000000000004,0.2,0.3,0.5,0.2,2.0,2.2,0.2,0.0,0.2,0.0,1.5,2.7,1.3,Admiral Schofield,schofad01
304,305,Corey Brewer_breweco01,SAC,5,0,6.5,0.4,0.8,0.5,0.0,0.2,0.0,0.2,0.6,0.33299999999999996,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0,1.2,Corey Brewer,breweco01
305,306,Devon Hall_hallde01,OKC,6,0,10.2,0.8,4.2,0.2,0.7,2.5,0.267,0.2,0.7,0.25,0.3,0.7,1.0,1.7,0.7,0.2,0.7,0.8,2.5,1.1,Devon Hall,hallde01
306,307,Justin James_jamesju01,SAC,2,0,7.1,1.0,3.0,0.33299999999999996,0.0,1.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,2.0,1.1,Justin James,jamesju01
307,308,Marial Shayok_shayoma01,PHI,2,0,8.8,1.0,3.5,0.28600000000000003,0.5,1.5,0.33299999999999996,1.5,2.0,0.75,0.5,1.5,2.0,0.0,0.0,0.5,1.0,2.0,4.0,1.1,Marial Shayok,shayoma01
308,309,Lance Thomas_thomala01,BRK,10,4,11.5,0.9,2.8,0.321,0.4,1.5,0.267,0.6,0.8,0.75,0.3,1.3,1.6,0.6,0.0,0.1,0.6,1.3,2.8,1.1,Lance Thomas,thomala01
309,310,Quinndary Weatherspoon_weathqu01,SAS,8,0,7.8,0.6,1.8,0.35700000000000004,0.1,0.5,0.25,0.1,0.3,0.5,0.1,0.6,0.8,1.3,0.4,0.1,0.6,1.0,1.5,1.1,Quinndary Weatherspoon,weathqu01
310,311,Marko Guduric_gudurma01,MEM,2,0,3.8,0.5,1.5,0.33299999999999996,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,Marko Guduric,gudurma01
311,312,Tyler Zeller_zellety01,SAS,2,0,1.9,0.5,2.0,0.25,0.0,0.0,,0.0,0.0,,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Tyler Zeller,zellety01
312,313,Jared Dudley_dudleja01,LAL,14,0,6.0,0.3,1.0,0.28600000000000003,0.1,0.8,0.182,0.0,0.0,,0.1,0.7,0.8,0.6,0.5,0.1,0.3,0.5,0.7,0.9,Jared Dudley,dudleja01
313,314,Kyle Guy_guyky01,SAC,1,0,5.6,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.9,Kyle Guy,guyky01
314,315,Ty Jerome_jeromty01,PHO,3,0,4.2,0.3,2.3,0.14300000000000002,0.3,1.0,0.33299999999999996,0.3,0.7,0.5,0.3,1.3,1.7,0.3,0.3,0.0,0.0,0.3,1.3,0.8,Ty Jerome,jeromty01
315,316,Romeo Langford_langfro01,BOS,12,1,9.8,0.7,2.2,0.308,0.1,0.5,0.16699999999999998,0.3,0.3,0.75,0.1,0.9,1.0,0.8,0.1,0.2,0.3,0.7,1.7,0.8,Romeo Langford,langfro01
316,317,Gabe Vincent_vincega01,MIA,4,0,10.4,1.0,4.5,0.222,0.5,2.8,0.182,0.0,0.0,,0.0,0.5,0.5,0.8,1.0,0.0,0.3,1.0,2.5,0.8,Gabe Vincent,vincega01
317,318,Kyle Alexander_alexaky01,MIA,2,0,6.7,0.5,1.0,0.5,0.0,0.0,,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,0.7,Kyle Alexander,alexaky01
318,319,Noah Vonleh_vonleno01,DEN,4,0,4.2,0.5,1.0,0.5,0.0,0.0,,0.3,0.5,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.5,1.3,0.7,Noah Vonleh,vonleno01
319,320,Antonius Cleveland_clevean01,DAL,7,0,4.6,0.6,1.9,0.308,0.0,0.3,0.0,0.3,0.4,0.667,0.4,0.3,0.7,0.1,0.1,0.3,0.1,1.0,1.4,0.6,Antonius Cleveland,clevean01
320,321,Tremont Waters_watertr01,BOS,2,1,16.0,1.0,7.5,0.133,0.5,4.0,0.125,1.0,1.0,1.0,0.0,2.0,2.0,2.5,2.5,0.0,2.5,1.0,3.5,0.6,Tremont Waters,watertr01
321,322,John Konchar_konchjo01,MEM,4,0,3.5,0.3,0.5,0.5,0.3,0.3,1.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.8,0.5,John Konchar,konchjo01
322,323,Mohamed Bamba_bambamo01,ORL,2,0,5.4,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.0,,1.0,0.5,1.5,0.0,0.5,0.5,0.0,0.5,0.0,0.1,Mohamed Bamba,bambamo01
323,324,J.R. Smith_smithjr01,LAL,16,0,9.6,0.9,3.0,0.292,0.4,2.1,0.212,0.1,0.1,1.0,0.0,0.5,0.5,0.4,0.2,0.0,0.7,1.0,2.3,0.1,J.R. Smith,smithjr01
324,325,Deonte Burton_burtode02,OKC,6,0,12.4,0.7,3.3,0.2,0.0,1.2,0.0,0.3,0.3,1.0,0.2,1.3,1.5,1.0,0.3,0.0,0.8,1.0,1.7,-0.1,Deonte Burton,burtode02
325,326,Michael Frazier_frazimi01,HOU,9,0,10.0,0.4,2.4,0.182,0.3,1.9,0.17600000000000002,0.6,0.9,0.625,0.1,1.1,1.2,0.3,0.0,0.0,0.4,1.0,1.8,-0.1,Michael Frazier,frazimi01
326,327,Terrance Ferguson_fergute01,OKC,10,2,12.9,0.6,3.2,0.188,0.5,2.3,0.217,0.0,0.1,0.0,0.1,0.4,0.5,0.7,0.2,0.1,0.2,1.4,1.7,-0.2,Terrance Ferguson,fergute01
327,328,Naz Mitrou-Long_mitrona01,IND,2,0,2.2,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,-0.6,Naz Mitrou-Long,mitrona01
328,329,Tyson Chandler_chandty01,HOU,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,Tyson Chandler,chandty01
329,330,Jalen Lecque_lecquja01,PHO,1,0,5.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8,Jalen Lecque,lecquja01
