,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_Name,Twitter_handle
419,337,Eric Mika_mikaer01,PF,25,SAC,1,0,19,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1.0,2,5,7,0,0,0,0,5,6,Eric Mika,mikaer01
420,338,C.J. Miles_milescj01,SG,32,WAS,10,0,161,19,59,0.322,11,35,0.314,8,24,0.33299999999999996,0.415,15,20,0.75,4,8,12,12,10,4,4,14,64,C.J. Miles,milescj01
421,339,Malcolm Miller_millema01,SF,26,TOR,28,1,162,12,29,0.414,8,22,0.364,4,7,0.5710000000000001,0.552,3,8,0.375,2,14,16,11,5,2,4,18,35,Malcolm Miller,millema01
422,340,Patty Mills_millspa02,PG,31,SAS,66,1,1485,258,598,0.431,154,403,0.382,104,195,0.5329999999999999,0.56,97,112,0.866,22,86,108,118,53,6,54,105,767,Patty Mills,millspa02
423,341,Paul Millsap_millspa01,PF,34,DEN,51,48,1240,211,438,0.48200000000000004,54,124,0.435,157,314,0.5,0.5429999999999999,115,141,0.816,98,195,293,83,44,30,70,150,591,Paul Millsap,millspa01
424,342,Shake Milton_miltosh01,SG,23,PHI,40,24,805,134,277,0.484,58,135,0.43,76,142,0.535,0.588,51,65,0.785,15,73,88,104,20,7,47,92,377,Shake Milton,miltosh01
425,343,Donovan Mitchell_mitchdo01,SG,23,UTA,69,69,2364,602,1342,0.449,173,473,0.366,429,869,0.494,0.513,278,322,0.863,53,251,304,294,70,14,184,172,1655,Donovan Mitchell,mitchdo01
426,344,Naz Mitrou-Long_mitrona01,SG,26,IND,5,0,47,6,17,0.353,2,12,0.16699999999999998,4,5,0.8,0.41200000000000003,0,0,,0,7,7,8,1,1,3,2,14,Naz Mitrou-Long,mitrona01
427,345,Adam Mokoka_mokokad01,SG,21,CHI,11,0,112,12,28,0.429,6,15,0.4,6,13,0.462,0.536,2,4,0.5,7,3,10,4,4,0,2,17,32,Adam Mokoka,mokokad01
428,346,Malik Monk_monkma01,SG,21,CHO,55,1,1169,212,488,0.434,58,204,0.284,154,284,0.542,0.494,82,100,0.82,27,130,157,114,25,16,77,74,564,Malik Monk,monkma01
429,347,Matt Mooney_moonema01,SG,22,CLE,4,0,19,1,4,0.25,0,2,0.0,1,2,0.5,0.25,0,0,,0,3,3,1,2,1,0,1,2,Matt Mooney,moonema01
430,348,E'Twaun Moore_mooreet01,SG,30,NOP,56,6,1020,186,437,0.426,63,167,0.377,123,270,0.456,0.498,31,45,0.6890000000000001,31,100,131,78,32,11,40,80,466,E'Twaun Moore,mooreet01
431,349,Ja Morant_moranja01,PG,20,MEM,67,67,2074,447,937,0.47700000000000004,60,179,0.335,387,758,0.511,0.509,239,308,0.7759999999999999,51,208,259,488,58,18,220,110,1193,Ja Morant,moranja01
432,350,Juwan Morgan_morgaju01,PF,22,UTA,21,0,134,15,26,0.5770000000000001,3,8,0.375,12,18,0.667,0.635,3,4,0.75,10,19,29,6,1,2,6,19,36,Juwan Morgan,morgaju01
433,351,Marcus Morris_morrima03,SF-PF,30,TOT,62,62,1936,355,810,0.43799999999999994,142,348,0.408,213,462,0.461,0.526,181,220,0.823,59,252,311,86,47,30,97,180,1033,Marcus Morris,morrima03
434,351,Marcus Morris_morrima03,SF,30,NYK,43,43,1387,281,636,0.442,116,264,0.439,165,372,0.444,0.5329999999999999,163,198,0.823,48,185,233,59,34,17,73,128,841,Marcus Morris,morrima03
435,351,Marcus Morris_morrima03,PF,30,LAC,19,19,549,74,174,0.425,26,84,0.31,48,90,0.5329999999999999,0.5,18,22,0.818,11,67,78,27,13,13,24,52,192,Marcus Morris,morrima03
436,352,Markieff Morris_morrima02,PF,30,TOT,58,17,1187,203,458,0.44299999999999995,88,228,0.386,115,230,0.5,0.539,66,85,0.7759999999999999,40,178,218,77,31,17,76,133,560,Markieff Morris,morrima02
437,352,Markieff Morris_morrima02,PF,30,DET,44,16,988,175,389,0.45,75,189,0.397,100,200,0.5,0.546,61,79,0.772,24,149,173,69,26,11,70,104,486,Markieff Morris,morrima02
438,352,Markieff Morris_morrima02,PF,30,LAL,14,1,199,28,69,0.406,13,39,0.33299999999999996,15,30,0.5,0.5,5,6,0.833,16,29,45,8,5,6,6,29,74,Markieff Morris,morrima02
439,353,Monte Morris_morrimo01,PG,24,DEN,73,12,1636,260,566,0.45899999999999996,65,172,0.37799999999999995,195,394,0.495,0.517,75,89,0.843,24,113,137,255,55,17,53,73,660,Monte Morris,morrimo01
440,354,Johnathan Motley_motlejo01,PF,24,LAC,13,0,41,11,15,0.733,1,1,1.0,10,14,0.7140000000000001,0.767,5,7,0.7140000000000001,3,7,10,8,3,0,5,6,28,Johnathan Motley,motlejo01
441,355,Emmanuel Mudiay_mudiaem01,PG,23,UTA,54,2,850,151,327,0.462,30,87,0.345,121,240,0.504,0.508,63,83,0.759,18,108,126,116,24,10,76,72,395,Emmanuel Mudiay,mudiaem01
442,356,Mychal Mulder_muldemy01,SG,25,GSW,7,3,204,26,67,0.38799999999999996,16,52,0.308,10,15,0.667,0.507,9,12,0.75,3,20,23,8,2,1,5,20,77,Mychal Mulder,muldemy01
443,357,Dejounte Murray_murrade01,PG,23,SAS,66,58,1687,294,637,0.462,41,111,0.369,253,526,0.48100000000000004,0.494,91,114,0.7979999999999999,69,314,383,271,111,17,125,143,720,Dejounte Murray,murrade01
444,358,Jamal Murray_murraja01,PG,22,DEN,59,59,1904,408,894,0.456,112,324,0.34600000000000003,296,570,0.519,0.519,163,185,0.8809999999999999,45,191,236,284,67,17,127,102,1091,Jamal Murray,murraja01
445,359,Džanan Musa_musadz01,SF,20,BRK,40,0,487,64,172,0.37200000000000005,19,78,0.244,45,94,0.479,0.42700000000000005,45,60,0.75,21,65,86,43,15,1,36,30,192,Džanan Musa,musadz01
446,360,Mike Muscala_muscami01,C,28,OKC,47,2,572,77,189,0.40700000000000003,54,143,0.37799999999999995,23,46,0.5,0.55,18,22,0.818,16,92,108,40,9,12,17,58,226,Mike Muscala,muscami01
447,361,Sviatoslav Mykhailiuk_mykhasv01,SF,22,DET,56,27,1265,166,405,0.41,115,285,0.40399999999999997,51,120,0.425,0.552,57,70,0.8140000000000001,17,87,104,106,41,4,61,87,504,Sviatoslav Mykhailiuk,mykhasv01
448,362,Abdel Nader_naderab01,SF,26,OKC,55,6,867,123,263,0.46799999999999997,48,128,0.375,75,135,0.556,0.5589999999999999,51,66,0.773,14,86,100,38,23,20,43,78,345,Abdel Nader,naderab01
449,363,Larry Nance Jr._nancela02,C,27,CLE,56,10,1472,229,431,0.531,56,159,0.35200000000000004,173,272,0.636,0.596,50,74,0.6759999999999999,106,303,409,123,56,22,60,91,564,Larry Nance Jr.,nancela02
450,364,Shabazz Napier_napiesh01,PG,28,TOT,56,32,1344,188,456,0.41200000000000003,76,240,0.317,112,216,0.519,0.496,126,153,0.8240000000000001,26,132,158,262,69,11,128,101,578,Shabazz Napier,napiesh01
451,364,Shabazz Napier_napiesh01,PG,28,MIN,36,22,856,114,283,0.40299999999999997,47,159,0.29600000000000004,67,124,0.54,0.486,72,88,0.818,17,93,110,187,40,7,76,62,347,Shabazz Napier,napiesh01
452,364,Shabazz Napier_napiesh01,PG,28,WAS,20,10,488,74,173,0.428,29,81,0.358,45,92,0.489,0.512,54,65,0.831,9,39,48,75,29,4,52,39,231,Shabazz Napier,napiesh01
453,365,Raul Neto_netora01,PG,27,PHI,54,3,668,101,222,0.455,34,88,0.386,67,134,0.5,0.532,39,47,0.83,11,50,61,95,24,6,47,50,275,Raul Neto,netora01
454,366,Malik Newman_newmama01,SG,22,CLE,1,0,4,0,2,0.0,0,1,0.0,0,1,0.0,0.0,2,2,1.0,0,0,0,0,0,0,1,0,2,Malik Newman,newmama01
455,367,Georges Niang_niangge01,PF,26,UTA,66,1,923,141,322,0.43799999999999994,90,225,0.4,51,97,0.526,0.578,20,24,0.833,15,112,127,44,18,5,30,75,392,Georges Niang,niangge01
456,368,Joakim Noah_noahjo01,C,34,LAC,5,0,50,4,8,0.5,0,0,,4,8,0.5,0.5,6,8,0.75,5,11,16,7,1,1,6,9,14,Joakim Noah,noahjo01
457,369,Nerlens Noel_noelne01,C,25,OKC,61,7,1127,184,269,0.684,1,3,0.33299999999999996,183,266,0.688,0.6859999999999999,80,106,0.755,91,209,300,57,59,91,66,166,449,Nerlens Noel,noelne01
458,370,Zach Norvell_norveza01,SG,22,TOT,5,0,41,3,12,0.25,3,8,0.375,0,4,0.0,0.375,1,1,1.0,0,6,6,3,2,0,3,4,10,Zach Norvell,norveza01
459,370,Zach Norvell_norveza01,SG,22,LAL,2,0,5,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,Zach Norvell,norveza01
460,370,Zach Norvell_norveza01,SG,22,GSW,3,0,36,3,11,0.273,3,8,0.375,0,3,0.0,0.409,1,1,1.0,0,5,5,3,2,0,3,4,10,Zach Norvell,norveza01
461,371,Jaylen Nowell_nowelja01,SG,20,MIN,15,0,151,19,53,0.358,3,26,0.115,16,27,0.593,0.387,16,17,0.941,3,10,13,19,3,1,3,11,57,Jaylen Nowell,nowelja01
462,372,Frank Ntilikina_ntilila01,PG,21,NYK,57,26,1187,131,333,0.39299999999999996,44,137,0.321,87,196,0.444,0.45899999999999996,51,59,0.8640000000000001,23,98,121,172,54,16,71,142,357,Frank Ntilikina,ntilila01
463,373,Kendrick Nunn_nunnke01,SG,24,MIA,67,67,1962,401,914,0.439,137,391,0.35,264,523,0.505,0.514,85,100,0.85,21,159,180,220,56,15,114,152,1024,Kendrick Nunn,nunnke01
464,374,Jusuf Nurkić_nurkiju01,C,25,POR,8,8,253,54,109,0.495,2,10,0.2,52,99,0.525,0.505,31,35,0.8859999999999999,23,59,82,32,11,16,19,39,141,Jusuf Nurkić,nurkiju01
465,375,David Nwaba_nwabada01,SF,27,BRK,20,0,268,37,71,0.521,12,28,0.429,25,43,0.581,0.606,18,27,0.667,8,37,45,8,11,12,8,32,104,David Nwaba,nwabada01
466,376,Royce O'Neale_onealro01,PF,26,UTA,71,62,2049,158,365,0.433,92,244,0.377,66,121,0.545,0.5589999999999999,42,55,0.764,27,362,389,180,59,32,61,202,450,Royce O'Neale,onealro01
467,377,Kyle O'Quinn_oquinky01,C,29,PHI,29,2,313,42,85,0.494,7,27,0.259,35,58,0.603,0.535,11,20,0.55,34,82,116,51,7,24,20,37,102,Kyle O'Quinn,oquinky01
468,378,Semi Ojeleye_ojelese01,PF,25,BOS,69,6,1011,80,196,0.408,48,127,0.37799999999999995,32,69,0.46399999999999997,0.531,28,32,0.875,26,119,145,37,21,5,19,80,236,Semi Ojeleye,ojelese01
469,379,Jahlil Okafor_okafoja01,C,24,NOP,30,9,467,101,162,0.623,1,3,0.33299999999999996,100,159,0.629,0.627,40,62,0.645,48,79,127,37,7,22,38,67,243,Jahlil Okafor,okafoja01
470,380,Elie Okobo_okoboel01,PG,22,PHO,55,3,719,72,181,0.39799999999999996,25,71,0.35200000000000004,47,110,0.42700000000000005,0.467,50,71,0.7040000000000001,16,74,90,115,24,4,38,54,219,Elie Okobo,okoboel01
471,381,Josh Okogie_okogijo01,SG,21,MIN,62,28,1547,170,398,0.42700000000000005,41,154,0.266,129,244,0.529,0.479,152,191,0.7959999999999999,87,181,268,99,68,26,87,139,533,Josh Okogie,okogijo01
472,382,KZ Okpala_okpalkz01,SF,20,MIA,5,0,26,3,5,0.6,0,1,0.0,3,4,0.75,0.6,1,2,0.5,1,4,5,1,2,1,1,2,7,KZ Okpala,okpalkz01
473,383,Victor Oladipo_oladivi01,SG,27,IND,19,16,528,97,246,0.39399999999999996,33,104,0.317,64,142,0.451,0.461,48,59,0.8140000000000001,9,66,75,56,17,4,47,36,275,Victor Oladipo,oladivi01
474,384,Kelly Olynyk_olynyke01,C,28,MIA,67,9,1300,184,398,0.462,95,234,0.406,89,164,0.5429999999999999,0.5820000000000001,86,100,0.86,44,261,305,116,45,23,71,173,549,Kelly Olynyk,olynyke01
475,385,Miye Oni_onimi01,SG,22,UTA,10,1,109,12,32,0.375,7,19,0.368,5,13,0.385,0.484,4,5,0.8,5,12,17,4,4,2,4,9,35,Miye Oni,onimi01
476,386,Cedi Osman_osmande01,SF,24,CLE,65,65,1910,266,609,0.43700000000000006,123,321,0.38299999999999995,143,288,0.49700000000000005,0.5379999999999999,63,94,0.67,39,192,231,154,54,16,91,160,718,Cedi Osman,osmande01
477,387,Kelly Oubre Jr._oubreke01,SF,24,PHO,56,55,1933,373,826,0.452,108,307,0.35200000000000004,265,519,0.511,0.517,192,246,0.78,67,294,361,85,71,40,83,192,1046,Kelly Oubre Jr.,oubreke01
478,388,Tariq Owens_owensta01,PF,24,PHO,3,0,15,1,5,0.2,0,2,0.0,1,3,0.33299999999999996,0.2,2,2,1.0,2,1,3,0,1,0,0,1,4,Tariq Owens,owensta01
479,389,Jeremy Pargo_pargoje01,PG,33,GSW,3,0,44,11,22,0.5,3,7,0.429,8,15,0.5329999999999999,0.568,0,1,0.0,1,2,3,8,1,0,4,8,25,Jeremy Pargo,pargoje01
480,390,Jabari Parker_parkeja01,PF,24,TOT,38,23,917,219,429,0.51,32,119,0.26899999999999996,187,310,0.603,0.5479999999999999,61,81,0.753,61,153,214,68,45,16,64,99,531,Jabari Parker,parkeja01
481,390,Jabari Parker_parkeja01,PF,24,ATL,32,23,837,198,393,0.504,31,115,0.27,167,278,0.601,0.5429999999999999,53,72,0.736,54,137,191,58,42,15,60,93,480,Jabari Parker,parkeja01
482,390,Jabari Parker_parkeja01,PF,24,SAC,6,0,80,21,36,0.583,1,4,0.25,20,32,0.625,0.597,8,9,0.889,7,16,23,10,3,1,4,6,51,Jabari Parker,parkeja01
483,391,Chandler Parsons_parsoch01,SF,31,ATL,5,0,54,5,18,0.278,4,14,0.28600000000000003,1,4,0.25,0.389,0,0,,1,6,7,3,4,1,3,3,14,Chandler Parsons,parsoch01
484,392,Eric Paschall_pascher01,PF,23,GSW,60,26,1654,318,640,0.49700000000000005,37,129,0.287,281,511,0.55,0.526,164,212,0.774,82,193,275,127,32,13,94,125,837,Eric Paschall,pascher01
485,393,Anžejs Pasečņiks_pasecan01,C,24,WAS,27,0,437,61,116,0.526,0,3,0.0,61,113,0.54,0.526,34,58,0.586,42,65,107,18,9,12,24,75,156,Anžejs Pasečņiks,pasecan01
486,394,Patrick Patterson_pattepa01,PF,30,LAC,59,18,776,95,233,0.408,67,172,0.39,28,61,0.45899999999999996,0.552,35,43,0.8140000000000001,35,116,151,41,7,3,21,54,292,Patrick Patterson,pattepa01
487,395,Justin Patton_pattoju01,C,22,OKC,5,0,24,4,10,0.4,1,4,0.25,3,6,0.5,0.45,0,0,,1,4,5,2,0,0,2,4,9,Justin Patton,pattoju01
488,396,Chris Paul_paulch01,PG,34,OKC,70,70,2208,434,887,0.489,111,304,0.365,323,583,0.5539999999999999,0.552,253,279,0.907,26,323,349,472,111,11,161,158,1232,Chris Paul,paulch01
489,397,Cameron Payne_payneca01,PG,25,PHO,8,0,183,33,68,0.485,15,29,0.517,18,39,0.462,0.596,6,7,0.857,4,27,31,24,8,2,11,20,87,Cameron Payne,payneca01
490,398,Elfrid Payton_paytoel01,PG,25,NYK,45,36,1246,193,440,0.439,14,69,0.203,179,371,0.48200000000000004,0.455,49,86,0.57,52,160,212,323,70,17,96,89,449,Elfrid Payton,paytoel01
491,399,Gary Payton II_paytoga02,PG,27,WAS,29,17,432,48,116,0.414,13,46,0.28300000000000003,35,70,0.5,0.47,4,8,0.5,26,54,80,48,33,7,20,54,113,Gary Payton II,paytoga02
492,400,Norvel Pelle_pelleno01,C,26,PHI,24,0,232,25,48,0.521,0,1,0.0,25,47,0.532,0.521,7,14,0.5,20,52,72,8,3,31,18,55,57,Norvel Pelle,pelleno01
493,401,Theo Pinson_pinsoth01,SG,24,BRK,33,0,365,45,155,0.29,15,80,0.188,30,75,0.4,0.33899999999999997,15,16,0.938,10,44,54,56,17,4,33,35,120,Theo Pinson,pinsoth01
494,402,Mason Plumlee_plumlma01,C,29,DEN,61,1,1057,177,288,0.615,0,5,0.0,177,283,0.625,0.615,83,155,0.535,98,219,317,154,33,38,82,143,437,Mason Plumlee,plumlma01
495,403,Jakob Poeltl_poeltja01,C,24,SAS,66,18,1171,166,266,0.624,0,0,,166,266,0.624,0.624,40,86,0.465,131,244,375,116,37,95,54,126,372,Jakob Poeltl,poeltja01
496,404,Vincent Poirier_poirivi01,C,26,BOS,22,0,130,17,36,0.47200000000000003,1,2,0.5,16,34,0.47100000000000003,0.486,6,7,0.857,13,30,43,8,2,9,8,25,41,Vincent Poirier,poirivi01
497,405,Shamorie Ponds_pondssh01,PG,21,TOR,4,0,11,3,5,0.6,1,2,0.5,2,3,0.667,0.7,2,2,1.0,0,1,1,2,0,1,0,2,9,Shamorie Ponds,pondssh01
498,406,Jordan Poole_poolejo01,SG,20,GSW,57,14,1274,167,502,0.33299999999999996,74,265,0.27899999999999997,93,237,0.392,0.406,95,119,0.7979999999999999,9,109,118,134,35,10,74,94,503,Jordan Poole,poolejo01
499,407,Kevin Porter Jr._porteke02,SF,19,CLE,50,3,1162,186,421,0.442,53,158,0.335,133,263,0.506,0.505,73,101,0.723,22,140,162,109,46,14,93,135,498,Kevin Porter Jr.,porteke02
500,408,Michael Porter Jr._portemi01,PF,21,DEN,55,8,903,195,383,0.509,62,147,0.42200000000000004,133,236,0.564,0.59,60,72,0.833,66,193,259,46,27,25,49,100,512,Michael Porter Jr.,portemi01
501,409,Otto Porter_porteot01,SF,26,CHI,14,9,331,62,140,0.44299999999999995,24,62,0.387,38,78,0.48700000000000004,0.529,19,27,0.7040000000000001,13,35,48,25,15,6,11,31,167,Otto Porter,porteot01
502,410,Bobby Portis_portibo01,C,24,NYK,66,5,1393,265,589,0.45,67,187,0.358,198,402,0.493,0.507,71,93,0.763,80,258,338,98,32,18,73,110,668,Bobby Portis,portibo01
503,411,Kristaps Porziņģis_porzikr01,PF,24,DAL,57,57,1814,398,932,0.42700000000000005,142,403,0.35200000000000004,256,529,0.484,0.503,226,283,0.799,100,440,540,102,41,115,92,185,1164,Kristaps Porziņģis,porzikr01
504,412,Dwight Powell_poweldw01,C,28,DAL,40,37,1061,146,229,0.638,10,39,0.256,136,190,0.716,0.659,74,111,0.667,75,152,227,59,34,22,36,102,376,Dwight Powell,poweldw01
505,413,Norman Powell_powelno01,SG,26,TOR,52,26,1479,296,598,0.495,109,273,0.39899999999999997,187,325,0.575,0.586,129,153,0.843,26,164,190,91,60,21,77,108,830,Norman Powell,powelno01
506,414,Chasson Randle_randlch01,PG,26,GSW,3,0,40,0,4,0.0,0,2,0.0,0,2,0.0,0.0,5,6,0.833,0,2,2,5,2,0,0,3,5,Chasson Randle,randlch01
507,415,Julius Randle_randlju01,PF,25,NYK,64,64,2080,463,1006,0.46,64,231,0.27699999999999997,399,775,0.515,0.49200000000000005,258,352,0.733,151,471,622,198,51,22,193,178,1248,Julius Randle,randlju01
508,416,Josh Reaves_reavejo02,SG,22,DAL,4,0,28,3,9,0.33299999999999996,0,2,0.0,3,7,0.429,0.33299999999999996,2,2,1.0,1,2,3,3,0,0,0,5,8,Josh Reaves,reavejo02
509,417,Cam Reddish_reddica01,SF,20,ATL,58,34,1551,213,554,0.384,83,250,0.332,130,304,0.428,0.45899999999999996,101,126,0.802,35,181,216,87,62,28,96,132,610,Cam Reddish,reddica01
510,418,J.J. Redick_redicjj01,SG,35,NOP,60,36,1581,286,631,0.45299999999999996,180,397,0.45299999999999996,106,234,0.45299999999999996,0.596,165,185,0.892,10,141,151,119,20,10,75,96,917,J.J. Redick,redicjj01
511,419,Naz Reid_reidna01,C,20,MIN,30,11,495,100,243,0.41200000000000003,32,97,0.33,68,146,0.466,0.47700000000000004,37,53,0.698,34,90,124,35,19,22,22,83,269,Naz Reid,reidna01
512,420,Josh Richardson_richajo01,SG,26,PHI,55,53,1693,278,646,0.43,85,249,0.341,193,397,0.486,0.496,114,141,0.809,41,133,174,162,52,36,104,136,755,Josh Richardson,richajo01
513,421,Austin Rivers_riverau01,SG,27,HOU,68,4,1594,211,501,0.42100000000000004,96,270,0.35600000000000004,115,231,0.498,0.517,78,111,0.703,27,148,175,113,49,10,50,129,596,Austin Rivers,riverau01
514,422,Andre Roberson_roberan03,SG,28,OKC,7,0,87,8,29,0.276,3,14,0.214,5,15,0.33299999999999996,0.32799999999999996,1,2,0.5,7,20,27,4,1,3,2,13,20,Andre Roberson,roberan03
515,423,Duncan Robinson_robindu01,SG,25,MIA,73,68,2166,323,687,0.47,270,606,0.446,53,81,0.654,0.667,67,72,0.9309999999999999,10,222,232,102,35,19,70,193,983,Duncan Robinson,robindu01
516,424,Glenn Robinson III_robingl02,SF,26,TOT,62,52,1786,288,592,0.486,77,197,0.391,211,395,0.534,0.552,74,86,0.86,81,189,270,96,54,16,55,100,727,Glenn Robinson III,robingl02
517,424,Glenn Robinson III_robingl02,SF,26,GSW,48,48,1516,244,507,0.48100000000000004,68,170,0.4,176,337,0.522,0.5479999999999999,63,74,0.851,66,160,226,85,45,14,50,82,619,Glenn Robinson III,robingl02
518,424,Glenn Robinson III_robingl02,SF,26,PHI,14,4,270,44,85,0.518,9,27,0.33299999999999996,35,58,0.603,0.5710000000000001,11,12,0.917,15,29,44,11,9,2,5,18,108,Glenn Robinson III,robingl02
519,425,Jerome Robinson_robinje01,SG,22,TOT,63,6,979,115,310,0.371,49,153,0.32,66,157,0.42,0.45,40,57,0.7020000000000001,13,116,129,87,28,17,49,112,319,Jerome Robinson,robinje01
520,425,Jerome Robinson_robinje01,SG,22,LAC,42,1,476,46,136,0.33799999999999997,19,67,0.284,27,69,0.391,0.408,11,19,0.579,5,55,60,46,13,8,26,55,122,Jerome Robinson,robinje01
521,425,Jerome Robinson_robinje01,SG,22,WAS,21,5,503,69,174,0.397,30,86,0.349,39,88,0.44299999999999995,0.483,29,38,0.763,8,61,69,41,15,9,23,57,197,Jerome Robinson,robinje01
522,426,Justin Robinson_robinju01,PG,22,WAS,9,0,49,5,12,0.41700000000000004,3,5,0.6,2,7,0.28600000000000003,0.542,0,0,,1,4,5,7,0,1,3,2,13,Justin Robinson,robinju01
523,427,Mitchell Robinson_robinmi01,C,21,NYK,61,7,1412,253,341,0.742,0,0,,253,341,0.742,0.742,84,148,0.568,186,242,428,36,52,119,37,194,590,Mitchell Robinson,robinmi01
524,428,Isaiah Roby_robyis01,SF,21,OKC,3,0,11,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,2,2,0,0,0,1,1,0,Isaiah Roby,robyis01
525,429,Rajon Rondo_rondora01,PG,33,LAL,48,3,984,137,328,0.418,41,125,0.32799999999999996,96,203,0.473,0.48,27,41,0.659,23,119,142,240,40,2,91,58,342,Rajon Rondo,rondora01
526,430,Derrick Rose_rosede01,PG,31,DET,50,15,1298,369,753,0.49,45,147,0.306,324,606,0.535,0.52,121,139,0.871,27,94,121,278,40,16,126,49,904,Derrick Rose,rosede01
527,431,Terrence Ross_rosste01,SG,28,ORL,69,0,1889,341,846,0.40299999999999997,177,504,0.35100000000000003,164,342,0.48,0.508,157,184,0.853,13,209,222,82,77,24,70,109,1016,Terrence Ross,rosste01
528,432,Terry Rozier_roziete01,PG,25,CHO,63,63,2164,398,941,0.423,172,423,0.40700000000000003,226,518,0.436,0.514,166,190,0.8740000000000001,50,226,276,259,61,10,141,126,1134,Terry Rozier,roziete01
529,433,Ricky Rubio_rubiori01,PG,29,PHO,65,65,2016,287,692,0.415,78,216,0.361,209,476,0.439,0.47100000000000003,195,226,0.863,46,258,304,570,94,11,173,167,847,Ricky Rubio,rubiori01
530,434,D'Angelo Russell_russeda01,PG,23,TOT,45,45,1452,360,846,0.426,158,431,0.36700000000000005,202,415,0.48700000000000004,0.519,161,199,0.809,17,160,177,285,48,13,147,86,1039,D'Angelo Russell,russeda01
531,434,D'Angelo Russell_russeda01,PG,23,GSW,33,33,1060,273,635,0.43,120,321,0.374,153,314,0.48700000000000004,0.524,113,144,0.785,14,108,122,206,31,9,101,64,779,D'Angelo Russell,russeda01
532,434,D'Angelo Russell_russeda01,PG,23,MIN,12,12,392,87,211,0.41200000000000003,38,110,0.345,49,101,0.485,0.502,48,55,0.873,3,52,55,79,17,4,46,22,260,D'Angelo Russell,russeda01
533,435,Domantas Sabonis_sabondo01,PF,23,IND,62,62,2159,458,848,0.54,17,67,0.254,441,781,0.565,0.55,214,296,0.723,189,582,771,310,47,30,170,195,1147,Domantas Sabonis,sabondo01
534,436,Luka Šamanić_samanlu01,PF,20,SAS,3,1,48,5,16,0.313,3,8,0.375,2,8,0.25,0.406,3,4,0.75,1,9,10,6,0,2,2,6,16,Luka Šamanić,samanlu01
535,437,JaKarr Sampson_sampsja02,SF,26,IND,34,12,471,68,115,0.591,2,13,0.154,66,102,0.647,0.6,18,27,0.667,20,68,88,21,16,12,15,64,156,JaKarr Sampson,sampsja02
536,438,Dario Šarić_saricda01,PF,25,PHO,66,51,1632,256,538,0.47600000000000003,84,235,0.35700000000000004,172,303,0.568,0.5539999999999999,108,128,0.8440000000000001,100,306,406,123,37,16,88,156,704,Dario Šarić,saricda01
537,439,Tomáš Satoranský_satorto01,PG,28,CHI,65,64,1878,237,551,0.43,64,199,0.322,173,352,0.491,0.488,106,121,0.8759999999999999,76,178,254,354,80,7,130,135,644,Tomáš Satoranský,satorto01
538,440,Admiral Schofield_schofad01,SF,22,WAS,33,2,368,35,92,0.38,19,61,0.311,16,31,0.516,0.484,10,15,0.667,7,40,47,15,8,4,7,50,99,Admiral Schofield,schofad01
539,441,Dennis Schröder_schrode01,PG,26,OKC,65,2,1999,453,965,0.469,125,325,0.385,328,640,0.513,0.534,198,236,0.8390000000000001,19,217,236,262,45,14,166,146,1229,Dennis Schröder,schrode01
540,442,Mike Scott_scottmi01,PF,31,PHI,68,11,1207,149,350,0.426,80,217,0.369,69,133,0.519,0.54,30,37,0.8109999999999999,65,183,248,56,21,5,26,96,408,Mike Scott,scottmi01
541,443,Thabo Sefolosha_sefolth01,PF,35,HOU,41,0,436,37,91,0.40700000000000003,15,54,0.278,22,37,0.595,0.489,3,8,0.375,21,72,93,25,24,12,15,43,92,Thabo Sefolosha,sefolth01
542,444,Collin Sexton_sextoco01,SG,21,CLE,65,65,2143,513,1086,0.47200000000000003,97,255,0.38,416,831,0.501,0.517,226,267,0.846,61,143,204,192,65,7,158,142,1349,Collin Sexton,sextoco01
543,445,Landry Shamet_shamela01,SG,22,LAC,53,30,1452,158,391,0.40399999999999997,111,296,0.375,47,95,0.495,0.546,65,76,0.855,6,94,100,99,20,10,42,142,492,Landry Shamet,shamela01
544,446,Marial Shayok_shayoma01,SG,24,PHI,4,0,28,3,12,0.25,2,6,0.33299999999999996,1,6,0.16699999999999998,0.33299999999999996,3,4,0.75,1,6,7,1,0,1,3,4,11,Marial Shayok,shayoma01
545,447,Iman Shumpert_shumpim01,SG,29,BRK,13,0,241,21,64,0.32799999999999996,8,33,0.242,13,31,0.419,0.391,4,7,0.5710000000000001,9,25,34,12,12,2,10,21,54,Iman Shumpert,shumpim01
546,448,Pascal Siakam_siakapa01,PF,25,TOR,60,60,2110,500,1104,0.45299999999999996,131,365,0.359,369,739,0.499,0.512,240,303,0.792,64,375,439,207,61,53,148,170,1371,Pascal Siakam,siakapa01
547,449,Chris Silva_silvach01,PF,23,MIA,44,0,346,48,78,0.615,0,3,0.0,48,75,0.64,0.615,37,55,0.6729999999999999,60,66,126,23,9,21,32,85,133,Chris Silva,silvach01
