,First_Name,Last_Name,player_name,player_id,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Home_Away,win,Min_played,Crowd,total_sec_played
16423,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,23,66.7,75.0,20.0,2,2,0,1,3,0,0,2,0,1,37:09:00,6345,2229.0
16425,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,15,100.0,42.9,0.0,3,11,0,2,4,0,0,2,0,1,33:22:00,6345,2002.0
16426,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,1,50.0,0.0,0.0,2,4,0,0,2,0,0,2,0,1,20:06,6345,1206.0
16428,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,6,0.0,33.3,0.0,2,13,6,3,3,0,0,4,0,1,34:02:00,6345,2042.0
16429,Monique,Billings,Monique Billings,206872ae-560b-4199-94f4-a44106b0baff,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2:05,6345,125.0
16431,Damiris,Dantas,Damiris Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,12,50.0,80.0,50.0,1,2,1,0,5,0,0,1,0,1,23:46,6345,1426.0
16432,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,12,83.3,33.3,33.3,8,7,1,1,2,0,0,5,1,0,31:52:00,5437,1912.0
16434,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,17,100.0,62.5,20.0,6,3,0,2,4,0,0,3,1,0,44:13:00,5437,2653.0
16436,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,26,100.0,75.0,0.0,2,15,4,1,2,0,0,1,1,0,37:32:00,5437,2252.0
16437,Kelsey,Mitchell,Kelsey Mitchell,5219e39b-9341-4dfb-a43c-793723729162,17,75.0,33.3,44.4,2,0,0,0,3,0,0,0,1,0,41:55:00,5437,2515.0
16438,Jazmon,Gwathmey,Jazmon Gwathmey,f5e0432c-a266-4fd9-b66f-31009341487d,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,5:07,5437,307.0
16439,Victoria,Vivians,Victoria Vivians,4dbce5c1-af4c-4bc0-8ffb-8cbaf77b5652,0,0.0,0.0,0.0,0,0,0,1,2,0,0,1,1,0,11:53,5437,713.0
16440,Erica,McCall,Erica McCall,912c567d-c96d-4018-9e3d-59714df3c900,4,0.0,40.0,0.0,0,3,2,0,3,0,0,1,1,0,19:49,5437,1189.0
16441,Stephanie,Mavunga,Stephanie Mavunga,f53ca4ad-4469-46a4-b4f3-8aeb6f922962,0,0.0,0.0,0.0,0,4,1,1,0,0,0,0,1,0,6:57,5437,417.0
16442,Kayla,Alexander,Kayla Alexander,431ad0c1-f516-4bb7-b2f9-3be4533a3c5b,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0:44,5437,44.0
16443,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,16,0.0,61.5,0.0,0,2,0,0,2,0,0,2,1,0,24:56:00,5437,1496.0
16444,JiSu,Park,JiSu Park,9a25546d-5f1e-4952-95b7-3e66a76deb92,6,0.0,42.9,0.0,1,6,2,0,2,0,0,2,0,1,23:14,5437,1394.0
16446,Lindsay,Allen,Lindsay Allen,6cd13b60-2d3f-48d6-9474-3147233bf5e3,3,50.0,50.0,0.0,6,2,0,1,1,0,0,1,0,1,19:48,5437,1188.0
16447,Kelsey,Plum,Kelsey Plum,4daa0bba-2317-4504-a94c-969ccdf7d5d6,8,50.0,50.0,33.3,4,0,0,0,2,0,0,3,0,1,25:51:00,5437,1551.0
16448,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,8,0.0,100.0,0.0,1,3,1,0,1,1,0,2,0,1,11:48,5437,708.0
16449,Jaime,Nared,Jaime Nared,4f0a83e8-7e1d-4d55-b813-96c76bd1a707,1,50.0,0.0,0.0,1,1,0,1,1,0,0,0,0,1,12:24,5437,744.0
16450,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0:54,5437,54.0
16451,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,11,0.0,80.0,50.0,0,6,1,1,3,0,0,2,0,1,14:06,5437,846.0
16452,A'ja,Wilson,A'ja Wilson,6340b055-3c1b-427e-88d6-6f9cdd1fc925,35,50.0,66.7,0.0,2,13,3,0,1,0,0,0,0,1,39:32:00,5437,2372.0
16453,Sequoia,Holmes,Sequoia Holmes,3c103f07-e8e8-4c7d-8d15-62253b4c5f70,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1:17,5437,77.0
16454,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,11,87.5,28.6,0.0,9,5,1,2,2,0,0,2,0,1,36:08:00,5437,2168.0
16456,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,18,83.3,38.5,50.0,5,3,2,0,3,0,0,1,0,1,39:56:00,5437,2396.0
16457,Allisha,Gray,Allisha Gray,293b5925-fd31-4640-8ada-bf6451a2c488,13,100.0,100.0,50.0,3,4,0,2,2,0,0,0,1,0,25:56:00,4026,1556.0
16459,Aerial,Powers,Aerial Powers,849170da-3a64-47f6-a912-818a3feceb4c,5,100.0,25.0,0.0,1,4,2,1,0,0,0,1,1,0,18:50,4026,1130.0
16461,Glory,Johnson,Glory Johnson,57942903-4e45-46ac-a05a-7cdadf102483,10,0.0,62.5,0.0,0,3,1,2,1,0,0,1,1,0,19:21,4026,1161.0
16463,Kaela,Davis,Kaela Davis,072d3e30-e585-4835-b6f4-24da9cc05b7c,5,50.0,28.6,0.0,1,6,1,0,2,0,0,4,1,0,32:36:00,4026,1956.0
16465,Liz,Cambage,Liz Cambage,ceee01db-30cb-404f-860c-7acddd358a19,10,50.0,37.5,100.0,1,3,1,1,6,1,0,1,1,0,23:05,4026,1385.0
16467,Azurá,Stevens,Azurá Stevens,1ed5a0c9-ad93-4996-acca-94c7e301bb79,1,50.0,0.0,0.0,0,4,2,0,3,0,0,0,1,0,14:33,4026,873.0
16468,Kayla,Thornton,Kayla Thornton,7a46f116-94ed-4d89-b585-fa41cf41862c,12,100.0,16.7,66.7,1,8,3,0,2,0,0,2,1,0,27:32:00,4026,1652.0
16469,Skylar,Diggins-Smith,Skylar Diggins-Smith,7c9b7ef1-edd2-4f69-a627-f321d662365d,16,100.0,40.0,0.0,4,4,1,1,4,0,1,3,1,0,38:04:00,4026,2284.0
16470,Camille,Little,Camille Little,9951fcfb-8d31-44e5-ba85-c41ed724763d,3,0.0,0.0,50.0,2,1,0,0,0,0,0,1,0,1,15:35,4026,935.0
16471,Sancho,Lyttle,Sancho Lyttle,fb843667-2e36-428f-a555-bcea00dbb793,12,100.0,55.6,0.0,2,10,1,0,5,0,0,1,0,1,27:46:00,4026,1666.0
16472,DeWanna,Bonner,DeWanna Bonner,b262f7f1-1c78-406c-86aa-7ad15122931f,13,100.0,37.5,50.0,3,6,2,1,1,0,0,1,0,1,34:39:00,4026,2079.0
16473,Stephanie,Talbot,Stephanie Talbot,779cd8d9-133e-4e68-8bfb-16a437a34686,0,0.0,0.0,0.0,0,2,1,0,2,0,0,0,0,1,5:20,4026,320.0
16474,Yvonne,Turner,Yvonne Turner,9e9a9e69-ca33-4761-aca7-5e6eeea8cbdb,3,0.0,0.0,50.0,1,2,0,0,0,0,0,0,0,1,6:40,4026,400.0
16475,Brittney,Griner,Brittney Griner,03e541cb-d11c-4975-b656-f6e7febcda7d,18,50.0,53.3,0.0,1,5,0,1,6,0,1,4,0,1,27:10:00,4026,1630.0
16476,Leilani,Mitchell,Leilani Mitchell,7b8d55dd-2f12-46fb-9051-ade709b96dd5,3,0.0,0.0,50.0,1,2,1,2,0,0,0,3,0,1,11:32,4026,692.0
16477,Angel,Robinson,Angel Robinson,f1824281-1705-48a4-ab7f-f0c656e32c8a,0,0.0,0.0,0.0,0,3,1,0,2,0,0,3,0,1,7:43,4026,463.0
16478,Briann,January,Briann January,9a3004e2-f946-4df6-b306-4213cc0879a0,2,100.0,0.0,0.0,6,3,1,1,5,0,0,2,0,1,29:48:00,4026,1788.0
16479,Diana,Taurasi,Diana Taurasi,d9bce234-085d-4b85-be5f-9b7020b82e69,21,100.0,20.0,42.9,3,2,0,0,2,0,0,2,0,1,31:59:00,4026,1919.0
16480,Marie,Gülich,Marie Gülich,f9445de9-e1f9-4a34-933f-aa97f4275c9b,0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,1:45,4026,105.0
16481,Noelle,Quinn,Noelle Quinn,aa8d7e9a-1006-4091-93cb-4eb7fa52becc,3,0.0,0.0,50.0,0,2,0,0,0,0,0,0,1,1,12:44,4353,764.0
16482,Sami,Whitcomb,Sami Whitcomb,82661dca-4121-4f2c-9918-7960ae068b83,0,0.0,0.0,0.0,2,1,0,1,0,0,0,0,1,1,3:37,4353,217.0
16483,Alysha,Clark,Alysha Clark,b478ebc6-8b1f-4d39-9707-048d24a88c26,7,0.0,66.7,100.0,1,5,1,0,1,0,0,2,1,1,24:15:00,4353,1455.0
16484,Kaleena,Mosqueda-Lewis,Kaleena Mosqueda-Lewis,7d98a8fc-8d83-4ad0-b945-be8aefc857af,5,0.0,50.0,25.0,4,2,0,0,3,0,0,2,1,1,16:51,4353,1011.0
16485,Sue,Bird,Sue Bird,98e388da-9dca-4478-975c-a6702f57a9ca,7,50.0,60.0,0.0,5,0,0,1,2,0,0,0,1,1,21:10,4353,1270.0
16487,Jewell,Loyd,Jewell Loyd,0825c65d-b903-4dd3-8206-e5f7d31bb2b8,19,66.7,77.8,50.0,5,5,2,0,1,0,0,3,1,1,31:07:00,4353,1867.0
16488,Breanna,Stewart,Breanna Stewart,6fa763e6-846f-4f9d-a4ce-256d8b328424,30,88.9,71.4,66.7,2,7,1,1,1,0,0,3,1,1,35:32:00,4353,2132.0
16489,Jordin,Canada,Jordin Canada,43e2f045-e419-4b6e-bf2c-45e45f4720cc,4,100.0,0.0,0.0,1,2,1,1,1,0,0,0,1,1,10:16,4353,616.0
16490,Courtney,Paris,Courtney Paris,b996b562-f689-4540-818d-16ca3e549f68,6,0.0,42.9,0.0,2,8,3,0,1,0,0,0,1,1,17:24,4353,1044.0
16492,Natasha,Howard,Natasha Howard,46479ac7-5745-40d2-abc8-7c660ea759e4,15,100.0,83.3,100.0,1,2,1,1,5,0,0,3,1,1,27:03:00,4353,1623.0
16494,Courtney,Vandersloot,Courtney Vandersloot,b61f397f-0cb5-49db-9e88-f91991757203,14,0.0,66.7,50.0,5,0,0,2,3,0,0,0,0,0,31:13:00,4353,1873.0
16496,Diamond,DeShields,Diamond DeShields,a68b7b43-102e-44a1-96e9-e1615cc0f1b2,22,83.3,20.0,62.5,2,4,2,1,3,0,0,2,0,0,31:51:00,4353,1911.0
16497,Jamierra,Faulkner,Jamierra Faulkner,cd0854e7-1f8b-4a3a-b88b-0c5468cd70f7,3,0.0,0.0,16.7,2,1,0,0,2,0,0,1,0,0,13:37,4353,817.0
16498,Kahleah,Copper,Kahleah Copper,6434f048-1c61-4a79-a990-73f51f46245e,0,0.0,0.0,0.0,0,1,1,0,2,0,0,0,0,0,8:08,4353,488.0
16500,Cheyenne,Parker,Cheyenne Parker,4a97e708-71e5-4d58-b1e8-883adf027925,10,100.0,50.0,0.0,2,10,3,2,3,0,0,1,0,0,20:29,4353,1229.0
16501,Astou,Ndour,Astou Ndour,3c7bca56-df7a-4a7f-9a2e-481c474e701d,10,50.0,42.9,33.3,1,7,3,2,2,0,0,1,0,0,30:16:00,4353,1816.0
16502,Gabby,Williams,Gabby Williams,55cd7443-47da-4835-a946-d4a2338750ba,6,0.0,37.5,0.0,4,9,4,1,4,0,0,1,0,0,29:15:00,4353,1755.0
16504,Allie,Quigley,Allie Quigley,2f7fa524-fb0f-4150-87d7-b0b9b6e322bd,20,0.0,44.4,44.4,2,2,1,0,2,0,0,3,0,0,35:10:00,4353,2110.0
16505,Riquna,Williams,Riquna Williams,8bc4287f-be0e-4c1e-af74-37f0dd2be275,5,0.0,50.0,33.3,0,2,1,1,2,0,0,2,1,1,12:09,9215,729.0
16506,Nneka,Ogwumike,Nneka Ogwumike,e49da6d1-dd65-44f9-9a5f-d60010d8c384,11,100.0,42.9,100.0,1,10,2,1,2,0,0,2,1,1,32:30:00,9215,1950.0
16507,Chelsea,Gray,Chelsea Gray,ca6b54e3-612d-4523-9582-b88e675f58de,10,0.0,45.5,0.0,7,3,0,0,1,0,0,2,1,1,32:59:00,9215,1979.0
16508,Candace,Parker,Candace Parker,e2992444-14b7-4cc1-9880-a874e676d7fd,18,66.7,55.6,100.0,2,7,2,1,2,0,0,5,1,1,33:24:00,9215,2004.0
16509,Odyssey,Sims,Odyssey Sims,50eab91c-a616-4b89-832e-e17ac12708a8,7,75.0,28.6,0.0,1,0,0,1,0,0,0,0,1,1,21:09,9215,1269.0
16510,Cappie,Pondexter,Cappie Pondexter,8641b2d8-daa9-4c6f-803d-7d9fb2eef35a,4,0.0,66.7,0.0,0,0,0,0,2,0,0,0,1,1,8:55,9215,535.0
16511,Essence,Carson,Essence Carson,3e053532-93c1-4ac4-90b2-31b2a64cabbe,9,0.0,0.0,60.0,2,2,1,0,2,0,0,1,1,1,19:32,9215,1172.0
16512,Jantel,Lavender,Jantel Lavender,694de0b2-2e26-4778-ae03-43d38d915637,2,0.0,25.0,0.0,3,5,2,0,0,0,0,1,1,1,14:05,9215,845.0
16514,Alana,Beard,Alana Beard,edea0ce9-bdc7-484a-98b1-ac166c1ce240,6,0.0,75.0,0.0,2,2,1,1,1,0,0,0,1,1,25:15:00,9215,1515.0
16516,Damiris,Dantas,Damiris Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,0,0.0,0.0,0.0,1,2,1,0,0,0,0,0,0,0,10:15,9215,615.0
16517,Blake,Dietrick,Blake Dietrick,35003d9f-322f-494b-869d-30bbb744ef26,2,0.0,100.0,0.0,1,1,0,1,0,0,0,0,0,0,13:27,9215,807.0
16519,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,7,100.0,16.7,0.0,2,3,2,0,1,0,0,1,0,0,21:01,9215,1261.0
16520,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,2,0.0,25.0,0.0,1,3,1,2,3,0,0,1,0,0,14:59,9215,899.0
16521,Monique,Billings,Monique Billings,206872ae-560b-4199-94f4-a44106b0baff,2,0.0,25.0,0.0,1,3,2,1,1,0,0,1,0,0,11:21,9215,681.0
16522,Imani,McGee-Stafford,Imani McGee-Stafford,9d31d9cc-f287-4d91-a739-f76ccc88a55a,4,0.0,50.0,0.0,2,5,4,0,0,0,0,0,0,0,17:00,9215,1020.0
16523,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,14,0.0,53.8,0.0,2,6,0,1,1,0,0,2,0,0,26:25:00,9215,1585.0
16524,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,12,100.0,30.0,0.0,2,4,1,0,2,0,0,2,0,0,32:38:00,9215,1958.0
16525,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,5,50.0,100.0,0.0,2,2,0,1,1,0,0,1,0,0,26:49:00,9215,1609.0
16527,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,16,0.0,62.5,50.0,3,5,0,1,5,0,0,3,0,0,26:05:00,9215,1565.0
16528,Bria,Hartley,Bria Hartley,1213c08d-c297-4cc2-8a9c-f2f16d5786db,9,0.0,75.0,25.0,2,2,1,3,2,0,0,5,1,0,23:58,1419,1438.0
16529,Sugar,Rodgers,Sugar Rodgers,07e0c644-8280-4e74-8546-0c9343f824e8,2,0.0,100.0,0.0,0,4,2,0,0,0,0,1,1,0,9:36,1419,576.0
16530,Kiah,Stokes,Kiah Stokes,d3e817a8-9e72-44c2-a422-9d44a0b214d0,0,0.0,0.0,0.0,0,1,0,0,3,0,0,0,1,0,11:28,1419,688.0
16531,Kia,Vaughn,Kia Vaughn,0a47c7f6-f94c-4ddb-b8da-407a861ea796,7,50.0,50.0,0.0,1,4,0,0,1,0,0,0,1,0,25:13:00,1419,1513.0
16532,Marissa,Coleman,Marissa Coleman,c76cc646-9334-4755-b9ab-b25f3ec30ee9,6,100.0,66.7,0.0,5,5,1,1,1,0,0,0,1,0,19:18,1419,1158.0
16533,Rebecca,Allen,Rebecca Allen,9848c81d-efc7-4927-bc18-98fd0e50c761,2,0.0,33.3,0.0,0,2,1,1,1,0,0,0,1,0,8:54,1419,534.0
16534,Shavonte,Zellous,Shavonte Zellous,63f2ed0d-80ea-404a-8ab6-2f4b25d1a827,6,0.0,75.0,0.0,2,1,0,1,1,0,2,2,1,0,17:15,1419,1035.0
16535,Amanda,Zahui B,Amanda Zahui B,075888e0-4efc-4d52-8ea0-1943a87e8bfb,4,0.0,66.7,0.0,0,2,2,0,4,0,0,1,1,0,11:09,1419,669.0
16536,Brittany,Boyd,Brittany Boyd,27200429-fc99-425b-9e2d-3f181f802181,2,0.0,50.0,0.0,3,2,0,0,1,0,0,2,1,0,16:15,1419,975.0
16537,Tina,Charles,Tina Charles,7797aa88-28c4-4a34-bb63-1af7f8d80ec0,19,0.0,80.0,20.0,3,1,0,0,3,0,0,2,1,0,31:09:00,1419,1869.0
16538,Kia,Nurse,Kia Nurse,c0d2573a-fc13-405d-bb9e-cc37552806ed,3,0.0,0.0,25.0,3,1,0,0,4,0,0,0,1,0,18:16,1419,1096.0
16539,Epiphanny,Prince,Epiphanny Prince,bc91ba4e-75f2-4e3b-aa5d-1746481a0b8e,3,0.0,0.0,50.0,0,1,0,0,2,0,0,0,1,0,7:28,1419,448.0
16540,Sequoia,Holmes,Sequoia Holmes,3c103f07-e8e8-4c7d-8d15-62253b4c5f70,2,0.0,50.0,0.0,0,1,0,0,0,0,0,1,0,1,6:34,1419,394.0
16541,JiSu,Park,JiSu Park,9a25546d-5f1e-4952-95b7-3e66a76deb92,6,0.0,60.0,0.0,2,4,1,1,2,0,0,0,0,1,17:27,1419,1047.0
16542,Carolyn,Swords,Carolyn Swords,91369e98-52c7-4c2d-8489-fcc626aee7d1,2,100.0,0.0,0.0,0,1,0,0,2,0,0,0,0,1,5:15,1419,315.0
16544,Jaime,Nared,Jaime Nared,4f0a83e8-7e1d-4d55-b813-96c76bd1a707,5,0.0,100.0,50.0,2,3,1,0,1,0,0,2,0,1,19:25,1419,1165.0
16545,Lindsay,Allen,Lindsay Allen,6cd13b60-2d3f-48d6-9474-3147233bf5e3,4,50.0,50.0,0.0,7,3,0,0,0,0,0,2,0,1,24:46:00,1419,1486.0
16547,Kelsey,Bone,Kelsey Bone,93a6bb0d-9500-436e-89b4-33bc8ca6909c,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,7:42,1419,462.0
16548,Kelsey,Plum,Kelsey Plum,4daa0bba-2317-4504-a94c-969ccdf7d5d6,3,0.0,0.0,33.3,1,3,0,2,3,0,0,3,0,1,18:24,1419,1104.0
16549,A'ja,Wilson,A'ja Wilson,6340b055-3c1b-427e-88d6-6f9cdd1fc925,13,87.5,27.3,0.0,1,2,0,2,0,0,0,1,0,1,29:30:00,1419,1770.0
16550,Kayla,McBride,Kayla McBride,b404562d-a1fd-446f-bcd0-6b545dfde9c6,16,100.0,70.0,0.0,4,4,0,0,0,0,0,1,0,1,26:42:00,1419,1602.0
16551,Dearica,Hamby,Dearica Hamby,693b6941-8999-40bb-a3a2-b77c34f1dc78,17,100.0,85.7,25.0,2,3,1,0,2,0,0,0,0,1,19:52,1419,1192.0
16552,Tamera,Young,Tamera Young,1b5f5051-84f1-409c-8e0f-fe6ed00ff126,10,0.0,45.5,0.0,1,2,1,2,2,0,0,1,0,1,24:21:00,1419,1461.0
16554,Betnijah,Laney,Betnijah Laney,3d0a61e8-8f8f-48a8-bfa3-d9c3171c819f,2,0.0,100.0,0.0,0,1,1,0,0,0,0,0,1,0,6:07,5650,367.0
16555,Jonquel,Jones,Jonquel Jones,8a438358-fbe0-4797-921f-add82eddf789,9,100.0,100.0,50.0,2,1,0,0,4,0,0,1,1,0,19:29,5650,1169.0
16556,Jasmine,Thomas,Jasmine Thomas,0ac8d024-ec11-4809-83f4-6277c1252617,13,100.0,55.6,0.0,5,3,1,1,3,0,0,2,1,0,24:54:00,5650,1494.0
16557,Alex,Bentley,Alex Bentley,208ce658-9579-408a-92b5-9c69a950f1be,1,100.0,0.0,0.0,1,4,1,0,2,0,0,0,1,0,19:21,5650,1161.0
16558,Rachel,Banham,Rachel Banham,30d46238-d1eb-476d-a526-4e2203474106,3,0.0,0.0,100.0,0,0,0,0,2,0,0,0,1,0,3:55,5650,235.0
16559,Morgan,Tuck,Morgan Tuck,58baa67f-6372-407c-b061-321934358331,3,0.0,0.0,100.0,0,0,0,0,0,0,0,0,1,0,7:57,5650,477.0
16560,Shekinna,Stricklen,Shekinna Stricklen,fec2625c-b15d-4dcf-b476-78456c3572b6,5,100.0,0.0,50.0,1,3,0,0,1,0,0,2,1,0,21:14,5650,1274.0
16561,Chiney,Ogwumike,Chiney Ogwumike,26c1455a-af5d-46b0-b2c6-6c804033ccc7,19,87.5,46.2,0.0,1,13,7,2,4,0,0,0,1,0,40:00:00,5650,2400.0
16564,Alyssa,Thomas,Alyssa Thomas,87a32879-a19b-4603-86ce-1c8b0e4484ad,2,0.0,25.0,0.0,2,3,1,0,5,0,0,2,1,0,25:11:00,5650,1511.0
16565,Courtney,Williams,Courtney Williams,45e35318-295a-4e1c-bfc6-c7b295ed5066,34,0.0,57.9,40.0,3,5,1,1,2,0,0,4,1,0,31:51:00,5650,1911.0
16566,Tierra,Ruffin-Pratt,Tierra Ruffin-Pratt,5035df5c-a727-478f-b7c9-41bd806d4d5c,2,0.0,25.0,0.0,0,1,0,0,3,0,0,0,0,1,20:28,5650,1228.0
16567,Elena,Delle Donne,Elena Delle Donne,8dc72518-7da4-4803-b9c6-bec3a6cf6fd6,36,100.0,61.1,50.0,0,6,1,0,3,0,0,4,0,1,35:59:00,5650,2159.0
16568,LaToya,Sanders,LaToya Sanders,c9d1882f-4d87-4423-ad00-04f5d4c4a06a,7,75.0,100.0,0.0,0,6,2,3,5,0,0,1,0,1,27:32:00,5650,1652.0
16569,Tianna,Hawkins,Tianna Hawkins,91d7d573-663f-4d1d-98f7-64644f25a896,2,100.0,0.0,0.0,1,3,0,0,1,0,0,1,0,1,8:32,5650,512.0
16570,Myisha,Hines-Allen,Myisha Hines-Allen,8302ef7b-466b-42f0-bdae-d87d8d56154a,2,0.0,100.0,0.0,2,4,2,0,3,0,1,1,0,1,7:57,5650,477.0
16573,Kristi,Toliver,Kristi Toliver,12292e57-db16-407e-a936-d6fe4d0f0bb4,25,100.0,20.0,50.0,4,2,0,3,2,0,0,2,0,1,34:17:00,5650,2057.0
16575,Ariel,Atkins,Ariel Atkins,2861dedc-439b-4fbb-bc50-1873b498dc52,2,0.0,33.3,0.0,0,2,1,1,0,0,0,0,0,1,12:02,5650,722.0
16576,Natasha,Cloud,Natasha Cloud,f2c36797-b5c5-47a4-b073-43637c9794ef,6,0.0,60.0,0.0,3,4,0,0,3,0,0,1,0,1,34:10:00,5650,2050.0
16577,Monique,Currie,Monique Currie,f280dbb0-5fea-46d4-ac39-45e6a2f08837,13,85.7,50.0,33.3,0,6,2,1,2,0,0,2,0,1,19:02,5650,1142.0
16578,Tiffany,Hayes,Tiffany Hayes,f24ac568-77f4-4344-84a7-7fde145dda84,23,73.3,60.0,0.0,1,5,1,1,0,0,0,0,1,1,35:04:00,6561,2104.0
16579,Jessica,Breland,Jessica Breland,897d2576-c2c5-4f86-83d4-a808ace96065,6,0.0,30.0,0.0,3,13,1,0,2,0,0,3,1,1,31:59:00,6561,1919.0
16580,Damiris,Dantas,Damiris Dantas,e040354c-4d44-405c-a7ac-d4d2cf9062e8,0,0.0,0.0,0.0,1,3,1,0,1,0,0,0,1,1,5:06,6561,306.0
16581,Angel,McCoughtry,Angel McCoughtry,f6424ed9-e483-4de8-b577-a4c494adc002,16,100.0,40.0,0.0,4,4,2,2,4,0,0,1,1,1,29:33:00,6561,1773.0
16582,Monique,Billings,Monique Billings,206872ae-560b-4199-94f4-a44106b0baff,4,0.0,100.0,0.0,0,2,2,0,0,0,0,1,1,1,8:01,6561,481.0
16583,Renee,Montgomery,Renee Montgomery,d8ef9679-5f87-49ad-862d-75b4f5b03383,6,0.0,0.0,33.3,3,3,0,2,2,0,0,1,1,1,31:01:00,6561,1861.0
16584,Maggie,Lucas,Maggie Lucas,c1188c40-e368-42f7-b36a-b20e4d22bd28,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,2:46,6561,166.0
16585,Imani,McGee-Stafford,Imani McGee-Stafford,9d31d9cc-f287-4d91-a739-f76ccc88a55a,6,0.0,60.0,0.0,0,2,0,0,2,0,0,1,1,1,10:55,6561,655.0
16586,Elizabeth,Williams,Elizabeth Williams,c8672dba-0deb-4cf1-8304-82365865edaa,2,0.0,50.0,0.0,1,3,0,0,1,0,0,2,1,1,23:59,6561,1439.0
16587,Blake,Dietrick,Blake Dietrick,35003d9f-322f-494b-869d-30bbb744ef26,0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,1,1,2:10,6561,130.0
16588,Layshia,Clarendon,Layshia Clarendon,b77b40a2-5844-48c0-bae2-5067516b2acf,9,100.0,20.0,50.0,1,3,1,3,2,0,0,0,1,1,19:25,6561,1165.0
16590,Erica,McCall,Erica McCall,912c567d-c96d-4018-9e3d-59714df3c900,2,0.0,50.0,0.0,0,1,1,0,1,0,0,0,0,0,4:21,6561,261.0
16591,Tiffany,Mitchell,Tiffany Mitchell,100f94c5-3a62-4300-98bb-fe587522c2a6,13,77.8,33.3,0.0,2,4,1,0,4,0,0,2,0,0,34:05:00,6561,2045.0
16592,Stephanie,Mavunga,Stephanie Mavunga,f53ca4ad-4469-46a4-b4f3-8aeb6f922962,5,50.0,66.7,0.0,0,6,3,0,4,0,0,0,0,0,11:34,6561,694.0
16593,Kelsey,Mitchell,Kelsey Mitchell,5219e39b-9341-4dfb-a43c-793723729162,2,0.0,14.3,0.0,1,4,1,1,2,0,0,1,0,0,25:58:00,6561,1558.0
16594,Erica,Wheeler,Erica Wheeler,28361fd5-c935-4025-a709-2c488f53ed8c,5,0.0,16.7,25.0,10,4,1,0,3,0,0,3,0,0,24:08:00,6561,1448.0
16595,Hind,Ben Abdelkader,Hind Ben Abdelkader,6fff3f66-0ac7-4d92-8cee-ad17bd0a6c4b,0,0.0,0.0,0.0,0,2,0,0,0,0,0,1,0,0,4:51,6561,291.0
16596,Natalie,Achonwa,Natalie Achonwa,b173abc9-12ff-4248-8983-06a87eaff340,10,100.0,66.7,0.0,0,9,2,3,4,0,0,2,0,0,28:26:00,6561,1706.0
16598,Victoria,Vivians,Victoria Vivians,4dbce5c1-af4c-4bc0-8ffb-8cbaf77b5652,13,100.0,50.0,60.0,1,4,0,1,5,0,0,2,0,0,30:57:00,6561,1857.0
16601,Candice,Dupree,Candice Dupree,411a199b-df5a-4ce5-ad15-386dd17e3f4b,17,50.0,50.0,0.0,2,9,2,1,1,0,0,2,0,0,35:39:00,6561,2139.0
